epoch,dataset,atten_masks,train_acc,train_f1_score,train_recall,train_precision,train_loss,test_acc,test_f1_score,test_recall,test_precision,test_loss,train_num,train_tp,train_fp,train_tn,train_fn,test_num,test_tp,test_fp,test_tn,test_fn
53,1,1,85.2396,84.0103,77.5516,91.6426,42058.13108826,91.3933,67.9061,78.6848,59.7246,2298.32434082,121318.0000,47042.0000,4290.0000,56369.0000,13617.0000,7622.0000,694.0000,468.0000,6272.0000,188.0000
54,1,1,85.3756,84.3658,78.9166,90.6234,41773.15061951,90.5668,66.2600,80.0454,56.5252,2609.65831375,121318.0000,47870.0000,4953.0000,55706.0000,12789.0000,7622.0000,706.0000,543.0000,6197.0000,176.0000
55,1,1,85.3600,84.3591,78.9611,90.5494,41748.72988892,90.6061,66.3850,80.1587,56.6506,2597.78430176,121318.0000,47897.0000,4999.0000,55660.0000,12762.0000,7622.0000,707.0000,541.0000,6199.0000,175.0000
56,1,1,85.3328,84.3937,79.3155,90.1666,41803.68940735,90.2913,65.6772,80.2721,55.5730,2707.12505341,121318.0000,48112.0000,5247.0000,55412.0000,12547.0000,7622.0000,708.0000,566.0000,6174.0000,174.0000
57,1,1,85.3270,84.3721,79.2166,90.2453,41808.34640503,90.3962,65.9535,80.3855,55.9148,2699.44107628,121318.0000,48052.0000,5194.0000,55465.0000,12607.0000,7622.0000,709.0000,559.0000,6181.0000,173.0000
58,1,1,85.3682,84.3605,78.9248,90.6003,41572.48733521,90.6193,66.4162,80.1587,56.6961,2593.70353127,121318.0000,47875.0000,4967.0000,55692.0000,12784.0000,7622.0000,707.0000,540.0000,6200.0000,175.0000
59,1,1,85.4168,84.3022,78.3165,91.2787,41433.78871155,91.0785,67.2762,79.2517,58.4448,2418.80938148,121318.0000,47506.0000,4539.0000,56120.0000,13153.0000,7622.0000,699.0000,497.0000,6243.0000,183.0000
0,2,2,64.5741,59.5714,52.2000,69.3671,80198.59640503,74.1931,31.4873,51.2472,22.7250,4856.57595825,121318.0000,31664.0000,13983.0000,46676.0000,28995.0000,7622.0000,452.0000,1537.0000,5203.0000,430.0000
1,2,2,67.5695,68.3491,70.0325,66.7447,73233.40447998,65.6783,32.2981,70.7483,20.9256,4721.02965164,121318.0000,42481.0000,21166.0000,39493.0000,18178.0000,7622.0000,624.0000,2358.0000,4382.0000,258.0000
2,2,2,70.2122,70.6080,71.5590,69.6820,70243.01519775,69.3388,35.4242,72.6757,23.4198,4440.39289093,121318.0000,43407.0000,18886.0000,41773.0000,17252.0000,7622.0000,641.0000,2096.0000,4644.0000,241.0000
3,2,2,73.9379,73.8949,73.7731,74.0171,65887.65571594,74.1931,40.2309,75.0567,27.4803,4031.54562759,121318.0000,44750.0000,15709.0000,44950.0000,15909.0000,7622.0000,662.0000,1747.0000,4993.0000,220.0000
4,2,2,77.0389,77.2087,77.7840,76.6418,61582.97007751,76.8827,44.3110,79.4785,30.7187,3924.28683472,121318.0000,47183.0000,14380.0000,46279.0000,13476.0000,7622.0000,701.0000,1581.0000,5159.0000,181.0000
5,2,2,78.4352,77.4613,74.1143,81.1249,59447.20745850,81.9208,48.8113,74.4898,36.2983,3533.73957062,121318.0000,44957.0000,10460.0000,50199.0000,15702.0000,7622.0000,657.0000,1153.0000,5587.0000,225.0000
6,2,2,78.9817,78.4577,76.5492,80.4637,58269.02258301,81.0548,48.4286,76.8707,35.3493,3736.41894150,121318.0000,46434.0000,11274.0000,49385.0000,14225.0000,7622.0000,678.0000,1240.0000,5500.0000,204.0000
7,2,2,79.6057,78.6677,75.2090,82.4600,57057.00402832,83.1409,51.0849,76.0771,38.4527,3526.82270813,121318.0000,45621.0000,9704.0000,50955.0000,15038.0000,7622.0000,671.0000,1074.0000,5666.0000,211.0000
8,2,2,80.1225,79.0797,75.1381,83.4578,55999.21412659,83.9806,52.1739,75.5102,39.8564,3457.01418304,121318.0000,45578.0000,9034.0000,51625.0000,15081.0000,7622.0000,666.0000,1005.0000,5735.0000,216.0000
9,2,2,80.4275,79.4089,75.4810,83.7682,55199.55450439,84.0724,52.5410,76.1905,40.0955,3459.48097610,121318.0000,45786.0000,8872.0000,51787.0000,14873.0000,7622.0000,672.0000,1004.0000,5736.0000,210.0000
10,2,2,80.8479,79.3970,73.8060,85.9045,54358.86053467,86.0798,55.3639,74.6032,44.0134,3117.88013458,121318.0000,44770.0000,7346.0000,53313.0000,15889.0000,7622.0000,658.0000,837.0000,5903.0000,224.0000
11,2,2,81.1504,79.9779,75.2947,85.2824,53430.69598389,85.5156,54.8651,76.0771,42.9028,3264.21090317,121318.0000,45673.0000,7882.0000,52777.0000,14986.0000,7622.0000,671.0000,893.0000,5847.0000,211.0000
12,2,2,81.4323,80.2649,75.5172,85.6496,52725.50849915,85.9223,55.6061,76.1905,43.7785,3191.16817093,121318.0000,45808.0000,7675.0000,52984.0000,14851.0000,7622.0000,672.0000,863.0000,5877.0000,210.0000
13,2,2,81.8098,80.4230,74.7259,87.0604,51921.52731323,87.1162,57.6724,75.8503,46.5229,2968.05697823,121318.0000,45328.0000,6737.0000,53922.0000,15331.0000,7622.0000,669.0000,769.0000,5971.0000,213.0000
14,2,2,82.0835,80.9504,76.1354,86.4154,51066.51412964,86.8670,57.7815,77.6644,46.0040,3071.07264709,121318.0000,46183.0000,7260.0000,53399.0000,14476.0000,7622.0000,685.0000,804.0000,5936.0000,197.0000
15,2,2,82.6778,81.8085,77.8994,86.1307,50299.02728271,86.4340,57.2374,78.4580,45.0521,3131.48992729,121318.0000,47253.0000,7609.0000,53050.0000,13406.0000,7622.0000,692.0000,844.0000,5896.0000,190.0000
16,2,2,83.0470,82.1478,78.0099,86.7493,49644.44309998,87.0244,58.3929,78.6848,46.4214,3046.11438751,121318.0000,47320.0000,7228.0000,53431.0000,13339.0000,7622.0000,694.0000,801.0000,5939.0000,188.0000
17,2,2,83.3141,82.7061,79.7985,85.8336,49238.30572510,86.0273,56.8651,79.5918,44.2344,3207.57571602,121318.0000,48405.0000,7989.0000,52670.0000,12254.0000,7622.0000,702.0000,885.0000,5855.0000,180.0000
18,2,2,83.6743,82.4629,76.7668,89.0721,48705.22129822,88.8743,61.5942,77.0975,51.2821,2656.55239296,121318.0000,46566.0000,5713.0000,54946.0000,14093.0000,7622.0000,680.0000,646.0000,6094.0000,202.0000
19,2,2,83.8655,82.9646,78.5770,87.8712,48093.46081543,87.9428,60.3024,79.1383,48.7090,2879.92127609,121318.0000,47664.0000,6579.0000,54080.0000,12995.0000,7622.0000,698.0000,735.0000,6005.0000,184.0000
20,2,2,83.9760,83.1358,78.9940,87.7360,47552.95143127,87.9690,60.4571,79.4785,48.7822,2916.99782944,121318.0000,47917.0000,6698.0000,53961.0000,12742.0000,7622.0000,701.0000,736.0000,6004.0000,181.0000
21,2,2,83.9933,83.2200,79.3848,87.4446,47179.33444214,87.6935,60.0511,79.9320,48.0900,2992.29262161,121318.0000,48154.0000,6914.0000,53745.0000,12505.0000,7622.0000,705.0000,761.0000,5979.0000,177.0000
22,2,2,84.2587,83.3744,78.9396,88.3371,46704.10186768,88.4807,61.5923,79.8186,50.1425,2868.22024536,121318.0000,47884.0000,6322.0000,54337.0000,12775.0000,7622.0000,704.0000,700.0000,6040.0000,178.0000
23,2,2,84.3667,83.2337,77.6093,89.7371,46645.02606201,89.6353,63.6949,78.5714,53.5549,2563.61266708,121318.0000,47077.0000,5384.0000,55275.0000,13582.0000,7622.0000,693.0000,601.0000,6139.0000,189.0000
24,2,2,84.4392,83.5273,78.9034,88.7270,45995.11488342,88.8350,62.2616,79.5918,51.1289,2806.33217621,121318.0000,47862.0000,6081.0000,54578.0000,12797.0000,7622.0000,702.0000,671.0000,6069.0000,180.0000
25,2,2,84.5588,83.5965,78.6924,89.1524,45791.10462952,89.2154,63.0396,79.4785,52.2355,2713.17626953,121318.0000,47734.0000,5808.0000,54851.0000,12925.0000,7622.0000,701.0000,641.0000,6099.0000,181.0000
26,2,2,84.6239,83.5604,78.1549,89.7692,45532.13201904,89.6615,63.9194,79.1383,53.6098,2604.02876472,121318.0000,47408.0000,5403.0000,55256.0000,13251.0000,7622.0000,698.0000,604.0000,6136.0000,184.0000
27,2,2,84.5621,83.7115,79.3402,88.5925,45291.71073914,88.6775,62.0993,80.1587,50.6810,2906.73107147,121318.0000,48127.0000,6197.0000,54462.0000,12532.0000,7622.0000,707.0000,688.0000,6052.0000,175.0000
28,2,2,84.6989,83.7550,78.8885,89.2613,45009.84204102,89.2679,63.2855,79.9320,52.3774,2746.77515030,121318.0000,47853.0000,5757.0000,54902.0000,12806.0000,7622.0000,705.0000,641.0000,6099.0000,177.0000
29,2,2,84.7113,83.8353,79.2924,88.9304,44785.50840759,89.0186,62.8495,80.2721,51.6411,2892.46836853,121318.0000,48098.0000,5987.0000,54672.0000,12561.0000,7622.0000,708.0000,663.0000,6077.0000,174.0000
30,2,2,84.7681,83.8596,79.1391,89.1789,44560.44828796,89.1367,63.0687,80.1587,51.9853,2839.97827911,121318.0000,48005.0000,5825.0000,54834.0000,12654.0000,7622.0000,707.0000,653.0000,6087.0000,175.0000
31,2,2,84.7335,83.8646,79.3485,88.9258,44479.19714355,89.0842,63.0551,80.4989,51.8248,2916.81360245,121318.0000,48132.0000,5994.0000,54665.0000,12527.0000,7622.0000,710.0000,660.0000,6080.0000,172.0000
32,2,2,84.8975,83.8740,78.5506,89.9715,44159.14605713,89.6746,64.1131,79.7052,53.6232,2681.72414398,121318.0000,47648.0000,5311.0000,55348.0000,13011.0000,7622.0000,703.0000,608.0000,6132.0000,179.0000
33,2,2,84.9107,83.9435,78.8869,89.6928,44005.39593506,89.5303,63.8587,79.9320,53.1674,2784.42802238,121318.0000,47852.0000,5499.0000,55160.0000,12807.0000,7622.0000,705.0000,621.0000,6119.0000,177.0000
34,2,2,84.8234,83.9726,79.5150,88.9596,44058.99905396,88.9662,62.8369,80.6122,51.4844,2926.88051033,121318.0000,48233.0000,5986.0000,54673.0000,12426.0000,7622.0000,711.0000,670.0000,6070.0000,171.0000
35,2,2,84.9338,83.9664,78.9001,89.7280,43776.25097656,89.6090,64.0327,79.9320,53.4091,2835.34345818,121318.0000,47860.0000,5479.0000,55180.0000,12799.0000,7622.0000,705.0000,615.0000,6125.0000,177.0000
36,2,2,84.9800,84.0026,78.8704,89.8492,43594.82310486,89.6353,64.0909,79.9320,53.4901,2771.38925171,121318.0000,47842.0000,5405.0000,55254.0000,12817.0000,7622.0000,705.0000,613.0000,6127.0000,177.0000
37,2,2,84.9577,83.9900,78.9133,89.7648,43519.85072327,89.5959,64.0363,80.0454,53.3636,2789.58768654,121318.0000,47868.0000,5458.0000,55201.0000,12791.0000,7622.0000,706.0000,617.0000,6123.0000,176.0000
38,2,2,85.0533,83.9813,78.3610,90.4701,43261.44119263,90.1076,65.0926,79.7052,55.0078,2622.89795685,121318.0000,47533.0000,5007.0000,55652.0000,13126.0000,7622.0000,703.0000,575.0000,6165.0000,179.0000
39,2,2,84.8827,83.9705,79.1919,89.3628,43487.70654297,89.3073,63.5347,80.4989,52.4760,2893.61036491,121318.0000,48037.0000,5718.0000,54941.0000,12622.0000,7622.0000,710.0000,643.0000,6097.0000,172.0000
40,2,2,84.8761,84.0183,79.5084,89.0705,43534.69621277,89.0973,63.1158,80.6122,51.8600,2966.77185440,121318.0000,48229.0000,5918.0000,54741.0000,12430.0000,7622.0000,711.0000,660.0000,6080.0000,171.0000
41,2,2,85.1399,84.0508,78.3115,90.6979,42934.77609253,90.2650,65.3918,79.4785,55.5468,2600.30732155,121318.0000,47503.0000,4872.0000,55787.0000,13156.0000,7622.0000,701.0000,561.0000,6179.0000,181.0000
42,2,2,85.1184,84.1481,78.9973,90.0175,42954.60816956,89.8583,64.7193,80.3855,54.1635,2799.31052589,121318.0000,47919.0000,5314.0000,55345.0000,12740.0000,7622.0000,709.0000,600.0000,6140.0000,173.0000
43,2,2,85.1135,84.1105,78.8012,90.1870,42829.08520508,89.9501,64.7978,79.9320,54.4822,2707.58663559,121318.0000,47800.0000,5201.0000,55458.0000,12859.0000,7622.0000,705.0000,589.0000,6151.0000,177.0000
44,2,2,85.0805,84.1603,79.2710,89.6924,42906.60829163,89.5172,63.9928,80.4989,53.1040,2853.30399323,121318.0000,48085.0000,5526.0000,55133.0000,12574.0000,7622.0000,710.0000,627.0000,6113.0000,172.0000
45,2,2,85.1745,84.1483,78.7006,90.4062,42613.37785339,90.0420,64.9746,79.8186,54.7860,2691.77566910,121318.0000,47739.0000,5066.0000,55593.0000,12920.0000,7622.0000,704.0000,581.0000,6159.0000,178.0000
46,2,2,85.0847,84.1585,79.2380,89.7304,42763.68675232,89.5303,64.0216,80.4989,53.1437,2876.94534111,121318.0000,48065.0000,5501.0000,55158.0000,12594.0000,7622.0000,710.0000,626.0000,6114.0000,172.0000
47,2,2,85.3130,84.2168,78.3676,91.0095,42354.89009094,90.4881,65.9465,79.5918,56.2951,2577.37852859,121318.0000,47537.0000,4696.0000,55963.0000,13122.0000,7622.0000,702.0000,545.0000,6195.0000,180.0000
48,2,2,85.3130,84.2193,78.3824,90.9954,42226.63282776,90.5012,66.0094,79.7052,56.3301,2602.76555824,121318.0000,47546.0000,4705.0000,55954.0000,13113.0000,7622.0000,703.0000,545.0000,6195.0000,179.0000
49,2,2,85.1976,84.3022,79.4936,89.7300,42597.29168701,89.3860,63.7057,80.4989,52.7097,2917.56651688,121318.0000,48220.0000,5519.0000,55140.0000,12439.0000,7622.0000,710.0000,637.0000,6103.0000,172.0000
50,2,2,85.2767,84.2714,78.8852,90.4470,42210.86189270,90.0289,64.9770,79.9320,54.7360,2700.35758400,121318.0000,47851.0000,5054.0000,55605.0000,12808.0000,7622.0000,705.0000,583.0000,6157.0000,177.0000
51,2,2,85.3394,84.2952,78.6907,90.7592,42057.93719482,90.2650,65.5204,79.9320,55.5118,2645.08956909,121318.0000,47733.0000,4860.0000,55799.0000,12926.0000,7622.0000,705.0000,565.0000,6175.0000,177.0000
52,2,2,85.3583,84.3029,78.6347,90.8518,41948.45669556,90.2781,65.5509,79.9320,55.5556,2631.06043434,121318.0000,47699.0000,4803.0000,55856.0000,12960.0000,7622.0000,705.0000,564.0000,6176.0000,177.0000
53,2,2,85.3427,84.2154,78.2011,91.2318,41842.28981018,90.6980,66.4140,79.4785,57.0382,2518.99422073,121318.0000,47436.0000,4559.0000,56100.0000,13223.0000,7622.0000,701.0000,528.0000,6212.0000,181.0000
54,2,2,85.3624,84.3044,78.6215,90.8729,41801.07383728,90.3831,65.7956,79.9320,55.9080,2654.93284416,121318.0000,47691.0000,4790.0000,55869.0000,12968.0000,7622.0000,705.0000,556.0000,6184.0000,177.0000
55,2,2,85.3435,84.2645,78.4863,90.9610,41731.18696594,90.4356,65.8548,79.7052,56.1053,2606.81449699,121318.0000,47609.0000,4731.0000,55928.0000,13050.0000,7622.0000,703.0000,550.0000,6190.0000,179.0000
56,2,2,85.3550,84.3486,78.9248,90.5729,41723.17282104,90.0813,65.1613,80.1587,54.8913,2708.39027596,121318.0000,47875.0000,4983.0000,55676.0000,12784.0000,7622.0000,707.0000,581.0000,6159.0000,175.0000
57,2,2,85.2841,84.2809,78.9017,90.4471,41829.31028748,90.1076,65.2214,80.1587,54.9767,2735.98965263,121318.0000,47861.0000,5055.0000,55604.0000,12798.0000,7622.0000,707.0000,579.0000,6161.0000,175.0000
58,2,2,85.3534,84.3242,78.7880,90.6972,41596.65451050,90.2781,65.5829,80.0454,55.5468,2656.42215157,121318.0000,47792.0000,4902.0000,55757.0000,12867.0000,7622.0000,706.0000,565.0000,6175.0000,176.0000
59,2,2,85.3789,84.2009,77.9225,91.5796,41625.84263611,90.9604,66.9227,79.0249,58.0350,2384.41832733,121318.0000,47267.0000,4346.0000,56313.0000,13392.0000,7622.0000,697.0000,504.0000,6236.0000,185.0000
0,3,3,64.4661,59.6679,52.5693,68.9828,80167.43200684,73.5502,31.4752,52.4943,22.4757,4863.22509003,121318.0000,31888.0000,14338.0000,46321.0000,28771.0000,7622.0000,463.0000,1597.0000,5143.0000,419.0000
1,3,3,67.7088,68.2935,69.5527,67.0790,73161.25900269,66.1769,32.3360,69.8413,21.0383,4719.22943115,121318.0000,42190.0000,20706.0000,39953.0000,18469.0000,7622.0000,616.0000,2312.0000,4428.0000,266.0000
2,3,3,70.2641,69.8981,69.0483,70.7691,70222.18777466,70.7426,35.3248,69.0476,23.7334,4312.63765335,121318.0000,41884.0000,17300.0000,43359.0000,18775.0000,7622.0000,609.0000,1957.0000,4783.0000,273.0000
3,3,3,73.8720,73.5951,72.8235,74.3833,66129.42181396,74.7442,39.9001,72.4490,27.5312,4039.14447975,121318.0000,44174.0000,15213.0000,45446.0000,16485.0000,7622.0000,639.0000,1682.0000,5058.0000,243.0000
4,3,3,76.8987,77.2317,78.3610,76.1344,61831.37297058,76.3317,44.1140,80.7256,30.3495,4023.75135040,121318.0000,47533.0000,14900.0000,45759.0000,13126.0000,7622.0000,712.0000,1634.0000,5106.0000,170.0000
5,3,3,78.4459,77.5366,74.3979,80.9518,59583.58869934,81.4616,48.6369,75.8503,35.7945,3537.55379868,121318.0000,45129.0000,10619.0000,50040.0000,15530.0000,7622.0000,669.0000,1200.0000,5540.0000,213.0000
6,3,3,78.9693,78.3692,76.1948,80.6713,58333.30584717,80.9761,48.5816,77.6644,35.3457,3717.35574532,121318.0000,46219.0000,11074.0000,49585.0000,14440.0000,7622.0000,685.0000,1253.0000,5487.0000,197.0000
7,3,3,79.7103,78.6438,74.7160,83.0073,57002.33654785,83.4689,51.6871,76.4172,39.0498,3439.26593781,121318.0000,45322.0000,9278.0000,51381.0000,15337.0000,7622.0000,674.0000,1052.0000,5688.0000,208.0000
8,3,3,80.1538,78.9575,74.4688,84.0222,55937.42439270,84.5579,53.2008,75.8503,40.9675,3355.10069656,121318.0000,45172.0000,8590.0000,52069.0000,15487.0000,7622.0000,669.0000,964.0000,5776.0000,213.0000
9,3,3,80.6146,79.2082,73.8505,85.4041,55123.72685242,85.6993,54.8841,75.1701,43.2203,3194.77335167,121318.0000,44797.0000,7656.0000,53003.0000,15862.0000,7622.0000,663.0000,871.0000,5869.0000,219.0000
10,3,3,80.8825,79.4419,73.8753,85.9159,54296.47459412,86.2503,55.8923,75.2834,44.4444,3121.32796478,121318.0000,44812.0000,7346.0000,53313.0000,15847.0000,7622.0000,664.0000,830.0000,5910.0000,218.0000
11,3,3,81.1726,79.6558,73.7170,86.6354,53526.61355591,86.7489,56.7637,75.1701,45.5983,3015.50119400,121318.0000,44716.0000,6898.0000,53761.0000,15943.0000,7622.0000,663.0000,791.0000,5949.0000,219.0000
12,3,3,81.5188,80.2066,74.8891,86.3369,52741.56507874,86.5783,56.8536,76.4172,45.2653,3054.79418182,121318.0000,45427.0000,7189.0000,53470.0000,15232.0000,7622.0000,674.0000,815.0000,5925.0000,208.0000
13,3,3,81.8864,80.6034,75.2716,86.7481,51846.11651611,86.8145,57.3972,76.7574,45.8362,3006.86693001,121318.0000,45659.0000,6975.0000,53684.0000,15000.0000,7622.0000,677.0000,800.0000,5940.0000,205.0000
14,3,3,82.1708,80.9565,75.7942,86.8734,50999.71510315,87.1162,58.4251,78.2313,46.6216,2955.01983452,121318.0000,45976.0000,6947.0000,53712.0000,14683.0000,7622.0000,690.0000,790.0000,5950.0000,192.0000
15,3,3,82.7585,81.7814,77.3949,86.6949,50113.30197144,86.9063,58.3472,79.2517,46.1691,2996.27816391,121318.0000,46947.0000,7205.0000,53454.0000,13712.0000,7622.0000,699.0000,815.0000,5925.0000,183.0000
16,3,3,83.1220,82.3999,79.0188,86.0832,49698.33432007,86.2372,57.5476,80.6122,44.7451,3103.91066742,121318.0000,47932.0000,7749.0000,52910.0000,12727.0000,7622.0000,711.0000,878.0000,5862.0000,171.0000
17,3,3,83.4147,82.8206,79.9568,85.8972,49232.37263489,86.0010,57.2002,80.8390,44.2582,3149.41601181,121318.0000,48501.0000,7963.0000,52696.0000,12158.0000,7622.0000,713.0000,898.0000,5842.0000,169.0000
18,3,3,83.9125,82.8788,77.8747,88.5701,48176.42243958,88.4807,61.4236,79.2517,50.1435,2711.64621544,121318.0000,47238.0000,6096.0000,54563.0000,13421.0000,7622.0000,699.0000,695.0000,6045.0000,183.0000
19,3,3,83.8309,83.0397,79.1655,87.3125,47927.55189514,87.3262,59.4458,80.2721,47.2000,2929.27576447,121318.0000,48021.0000,6978.0000,53681.0000,12638.0000,7622.0000,708.0000,792.0000,5948.0000,174.0000
20,3,3,84.1804,83.2685,78.7303,88.3620,47186.22421265,88.2708,60.9948,79.2517,49.5745,2777.07352638,121318.0000,47757.0000,6290.0000,54369.0000,12902.0000,7622.0000,699.0000,711.0000,6029.0000,183.0000
21,3,3,84.3346,83.4054,78.7352,88.6645,46808.75590515,88.5332,61.5317,79.2517,50.2878,2742.04710388,121318.0000,47760.0000,6106.0000,54553.0000,12899.0000,7622.0000,699.0000,691.0000,6049.0000,183.0000
22,3,3,84.4920,83.4500,78.1961,89.4608,46470.71443176,89.2810,63.0818,79.1383,52.4418,2593.98582458,121318.0000,47433.0000,5588.0000,55071.0000,13226.0000,7622.0000,698.0000,633.0000,6107.0000,184.0000
23,3,3,84.5917,83.5760,78.4072,89.4744,46242.83183289,89.3335,63.1960,79.1383,52.5998,2597.66964149,121318.0000,47561.0000,5595.0000,55064.0000,13098.0000,7622.0000,698.0000,629.0000,6111.0000,184.0000
24,3,3,84.7038,83.7003,78.5473,89.5770,45811.92150879,89.3729,63.3152,79.2517,52.7149,2635.12683296,121318.0000,47646.0000,5544.0000,55115.0000,13013.0000,7622.0000,699.0000,627.0000,6113.0000,183.0000
25,3,3,84.7203,83.7467,78.7303,89.4460,45592.07266235,89.2548,63.0582,79.2517,52.3596,2684.76446724,121318.0000,47757.0000,5635.0000,55024.0000,12902.0000,7622.0000,699.0000,636.0000,6104.0000,183.0000
26,3,3,84.7797,83.6618,77.9373,90.2937,45316.88980103,90.0813,64.7388,78.6848,54.9921,2506.87252617,121318.0000,47276.0000,5082.0000,55577.0000,13383.0000,7622.0000,694.0000,568.0000,6172.0000,188.0000
27,3,3,84.8407,83.7686,78.2357,90.1436,45134.54486084,89.8845,64.3221,78.7982,54.3393,2545.13212967,121318.0000,47457.0000,5189.0000,55470.0000,13202.0000,7622.0000,695.0000,584.0000,6156.0000,187.0000
28,3,3,84.7780,83.8506,79.0353,89.2908,45014.07531738,89.0711,62.6625,79.2517,51.8162,2793.05145645,121318.0000,47942.0000,5750.0000,54909.0000,12717.0000,7622.0000,699.0000,650.0000,6090.0000,183.0000
29,3,3,84.8893,83.8002,78.1665,90.3091,44617.30557251,89.9764,64.5311,78.7982,54.6384,2560.82213783,121318.0000,47415.0000,5088.0000,55571.0000,13244.0000,7622.0000,695.0000,577.0000,6163.0000,187.0000
30,3,3,84.9643,83.9768,78.8012,89.8800,44502.31040955,89.5565,63.6861,79.1383,53.2824,2681.09591675,121318.0000,47800.0000,5382.0000,55277.0000,12859.0000,7622.0000,698.0000,612.0000,6128.0000,184.0000
31,3,3,84.9561,83.9986,78.9726,89.7079,44391.00711060,89.3466,63.2911,79.3651,52.6316,2746.68525696,121318.0000,47904.0000,5496.0000,55163.0000,12755.0000,7622.0000,700.0000,630.0000,6110.0000,182.0000
32,3,3,85.0055,83.9031,78.1566,90.5616,44127.17817688,90.1732,64.9836,78.7982,55.2904,2522.61334229,121318.0000,47409.0000,4941.0000,55718.0000,13250.0000,7622.0000,695.0000,562.0000,6178.0000,187.0000
33,3,3,85.0451,84.0061,78.5489,90.2781,43969.50819397,89.9370,64.5072,79.0249,54.4957,2640.14037704,121318.0000,47647.0000,5131.0000,55528.0000,13012.0000,7622.0000,697.0000,582.0000,6158.0000,185.0000
34,3,3,84.9618,84.0114,79.0171,89.6795,44121.55038452,89.3860,63.3771,79.3651,52.7506,2759.04858780,121318.0000,47931.0000,5516.0000,55143.0000,12728.0000,7622.0000,700.0000,627.0000,6113.0000,182.0000
35,3,3,85.0649,83.8872,77.7560,91.0681,43675.31878662,90.7242,66.2852,78.7982,57.2016,2445.26966858,121318.0000,47166.0000,4626.0000,56033.0000,13493.0000,7622.0000,695.0000,520.0000,6220.0000,187.0000
36,3,3,85.1242,84.0854,78.5967,90.3982,43512.65916443,90.1732,65.1790,79.4785,55.2403,2649.63487053,121318.0000,47676.0000,5064.0000,55595.0000,12983.0000,7622.0000,701.0000,568.0000,6172.0000,181.0000
37,3,3,85.1325,84.0082,78.1022,90.8805,43350.48754883,90.4881,65.7534,78.9116,56.3563,2529.06751442,121318.0000,47376.0000,4754.0000,55905.0000,13283.0000,7622.0000,696.0000,539.0000,6201.0000,186.0000
38,3,3,85.1399,83.9569,77.7659,91.2188,43413.66078186,90.8161,66.5392,78.9116,57.5207,2399.11357117,121318.0000,47172.0000,4541.0000,56118.0000,13487.0000,7622.0000,696.0000,514.0000,6226.0000,186.0000
39,3,3,85.1671,84.1074,78.4995,90.5783,43158.19827271,90.2650,65.3918,79.4785,55.5468,2630.61274147,121318.0000,47617.0000,4953.0000,55706.0000,13042.0000,7622.0000,701.0000,561.0000,6179.0000,181.0000
40,3,3,85.1720,84.2034,79.0402,90.0883,43220.35372925,89.7533,64.2563,79.5918,53.8757,2724.38804054,121318.0000,47945.0000,5275.0000,55384.0000,12714.0000,7622.0000,702.0000,601.0000,6139.0000,180.0000
41,3,3,85.1951,84.0634,78.0939,91.0211,42933.93632507,90.7111,66.3818,79.2517,57.1078,2506.96403122,121318.0000,47371.0000,4673.0000,55986.0000,13288.0000,7622.0000,699.0000,525.0000,6215.0000,183.0000
42,3,3,85.2421,84.1703,78.4715,90.7618,42857.17047119,90.4618,65.8846,79.5918,56.2050,2566.02446938,121318.0000,47600.0000,4845.0000,55814.0000,13059.0000,7622.0000,702.0000,547.0000,6193.0000,180.0000
43,3,3,85.2330,84.0593,77.8697,91.3177,42988.39263916,90.8029,66.4433,78.6848,57.4979,2371.68178177,121318.0000,47235.0000,4491.0000,56168.0000,13424.0000,7622.0000,694.0000,513.0000,6227.0000,188.0000
44,3,3,85.2355,84.2379,78.9067,90.3418,42753.30564880,90.0026,64.8524,79.7052,54.6656,2678.91581535,121318.0000,47864.0000,5117.0000,55542.0000,12795.0000,7622.0000,703.0000,583.0000,6157.0000,179.0000
45,3,3,85.3039,84.2390,78.5473,90.8200,42563.75712585,90.5012,65.9774,79.5918,56.3403,2559.03364944,121318.0000,47646.0000,4816.0000,55843.0000,13013.0000,7622.0000,702.0000,544.0000,6196.0000,180.0000
46,3,3,85.3064,84.2298,78.4797,90.8891,42524.02740479,90.5143,65.9765,79.4785,56.3958,2568.74424553,121318.0000,47605.0000,4772.0000,55887.0000,13054.0000,7622.0000,701.0000,542.0000,6198.0000,181.0000
47,3,3,85.3023,84.1644,78.1170,91.2268,42409.41818237,90.8423,66.6985,79.2517,57.5783,2452.77650070,121318.0000,47385.0000,4557.0000,56102.0000,13274.0000,7622.0000,699.0000,515.0000,6225.0000,183.0000
48,3,3,85.3138,84.2735,78.6990,90.6980,42391.98536682,90.3700,65.7009,79.7052,55.8824,2593.57959366,121318.0000,47738.0000,4896.0000,55763.0000,12921.0000,7622.0000,703.0000,555.0000,6185.0000,179.0000
49,3,3,85.2734,84.2776,78.9396,90.3898,42319.14686584,90.1076,65.1571,79.9320,54.9922,2704.16124725,121318.0000,47884.0000,5091.0000,55568.0000,12775.0000,7622.0000,705.0000,577.0000,6163.0000,177.0000
50,3,3,85.3237,84.3193,78.9182,90.5139,42325.59960938,90.1469,65.2154,79.8186,55.1292,2657.97254181,121318.0000,47871.0000,5017.0000,55642.0000,12788.0000,7622.0000,704.0000,573.0000,6167.0000,178.0000
