epoch,dataset,atten_masks,train_acc,train_f1_score,train_recall,train_precision,train_loss,test_acc,test_f1_score,test_recall,test_precision,test_loss,train_num,train_tp,train_fp,train_tn,train_fn,test_num,test_tp,test_fp,test_tn,test_fn
51,3,3,85.3369,84.2671,78.5374,90.8987,42158.74667358,90.4356,65.8228,79.5918,56.1151,2562.40703392,121318.0000,47640.0000,4770.0000,55889.0000,13019.0000,7622.0000,702.0000,549.0000,6191.0000,180.0000
52,3,3,85.3138,84.2691,78.6726,90.7228,42088.52467346,90.4618,65.9803,79.9320,56.1753,2613.99555779,121318.0000,47722.0000,4880.0000,55779.0000,12937.0000,7622.0000,705.0000,550.0000,6190.0000,177.0000
53,3,3,85.3089,84.1394,77.9357,91.4163,42016.74545288,90.9866,66.9234,78.7982,58.1590,2404.87401962,121318.0000,47275.0000,4439.0000,56220.0000,13384.0000,7622.0000,695.0000,500.0000,6240.0000,187.0000
54,3,3,85.3064,84.2432,78.5588,90.8143,41917.49545288,90.4487,65.8537,79.5918,56.1600,2612.15431786,121318.0000,47653.0000,4820.0000,55839.0000,13006.0000,7622.0000,702.0000,548.0000,6192.0000,180.0000
55,3,3,85.3690,84.2435,78.2258,91.2642,41823.55264282,90.7767,66.4439,78.9116,57.3784,2464.00304031,121318.0000,47451.0000,4542.0000,56117.0000,13208.0000,7622.0000,696.0000,517.0000,6223.0000,186.0000
56,3,3,85.3534,84.2416,78.2984,91.1612,41723.59190369,90.6980,66.3183,79.1383,57.0728,2520.14929962,121318.0000,47495.0000,4605.0000,56054.0000,13164.0000,7622.0000,698.0000,525.0000,6215.0000,184.0000
57,3,3,85.3196,84.0871,77.5746,91.7933,41851.10153198,91.2621,67.5122,78.4580,59.2466,2325.24667549,121318.0000,47056.0000,4207.0000,56452.0000,13603.0000,7622.0000,692.0000,476.0000,6264.0000,190.0000
58,3,3,85.3352,84.1204,77.6851,91.7182,41750.65228271,91.2621,67.5122,78.4580,59.2466,2342.87775421,121318.0000,47123.0000,4255.0000,56404.0000,13536.0000,7622.0000,692.0000,476.0000,6264.0000,190.0000
59,3,3,85.3484,84.1864,78.0000,91.4386,41608.72854614,90.9473,66.7950,78.6848,58.0268,2401.63790131,121318.0000,47314.0000,4430.0000,56229.0000,13345.0000,7622.0000,694.0000,502.0000,6238.0000,188.0000
0,4,4,64.4035,59.6843,52.6979,68.8062,80330.87026978,74.0226,32.5613,54.1950,23.2717,4870.53266144,121318.0000,31966.0000,14492.0000,46167.0000,28693.0000,7622.0000,478.0000,1576.0000,5164.0000,404.0000
1,4,4,67.5300,68.2548,69.8132,66.7644,73438.86117554,66.0325,33.0142,72.3356,21.3879,4712.54047012,121318.0000,42348.0000,21081.0000,39578.0000,18311.0000,7622.0000,638.0000,2345.0000,4395.0000,244.0000
2,4,4,70.0300,69.1111,67.0552,71.2971,70480.86956787,72.8418,37.5377,70.5215,25.5757,4162.77547455,121318.0000,40675.0000,16375.0000,44284.0000,19984.0000,7622.0000,622.0000,1810.0000,4930.0000,260.0000
3,4,4,74.1423,74.6939,76.3217,73.1340,65892.16572571,72.5925,39.6417,77.7778,26.5995,4197.14426422,121318.0000,46296.0000,17007.0000,43652.0000,14363.0000,7622.0000,686.0000,1893.0000,4847.0000,196.0000
4,4,4,77.5103,77.3415,76.7652,77.9265,61389.96321106,77.6699,44.1234,76.1905,31.0536,3773.75667953,121318.0000,46565.0000,13190.0000,47469.0000,14094.0000,7622.0000,672.0000,1492.0000,5248.0000,210.0000
5,4,4,78.5959,77.6264,74.2627,81.3093,59436.56283569,81.9995,48.9963,74.7166,36.4491,3487.76462936,121318.0000,45047.0000,10355.0000,50304.0000,15612.0000,7622.0000,659.0000,1149.0000,5591.0000,223.0000
6,4,4,79.1639,78.4244,75.7365,81.3101,58149.87690735,81.9995,49.5588,76.4172,36.6703,3598.21271896,121318.0000,45941.0000,10560.0000,50099.0000,14718.0000,7622.0000,674.0000,1164.0000,5576.0000,208.0000
7,4,4,79.7697,78.7044,74.7671,83.0793,56941.46569824,83.7051,51.7857,75.6236,39.3743,3419.72461700,121318.0000,45353.0000,9237.0000,51422.0000,15306.0000,7622.0000,667.0000,1027.0000,5713.0000,215.0000
8,4,4,80.2791,78.9294,73.8736,84.7281,55881.08370972,85.2795,53.9030,74.3764,42.2680,3228.86433792,121318.0000,44811.0000,8077.0000,52582.0000,15848.0000,7622.0000,656.0000,896.0000,5844.0000,226.0000
9,4,4,80.5132,79.4278,75.2370,84.1129,55195.78158569,84.7678,53.5414,75.8503,41.3729,3360.16200638,121318.0000,45638.0000,8620.0000,52039.0000,15021.0000,7622.0000,669.0000,948.0000,5792.0000,213.0000
10,4,4,80.9311,79.5329,74.0995,85.8261,54307.05201721,86.5783,56.3753,74.9433,45.1811,3103.95751381,121318.0000,44948.0000,7423.0000,53236.0000,15711.0000,7622.0000,661.0000,802.0000,5938.0000,221.0000
11,4,4,81.1990,79.8016,74.2808,86.2090,53439.61253357,87.0506,57.2912,75.0567,46.3261,3044.02683449,121318.0000,45058.0000,7208.0000,53451.0000,15601.0000,7622.0000,662.0000,767.0000,5973.0000,220.0000
12,4,4,81.4537,80.2970,75.5832,85.6380,52613.80799866,86.6177,57.0345,76.7574,45.3753,3147.46703911,121318.0000,45848.0000,7689.0000,52970.0000,14811.0000,7622.0000,677.0000,815.0000,5925.0000,205.0000
13,4,4,81.8963,80.6757,75.5799,86.5084,51583.11051941,87.3262,58.3261,76.6440,47.0752,2994.77760696,121318.0000,45846.0000,7150.0000,53509.0000,14813.0000,7622.0000,676.0000,760.0000,5980.0000,206.0000
14,4,4,82.3909,81.3184,76.6498,86.5925,50747.95153809,87.3393,58.6724,77.6644,47.1438,2960.58063698,121318.0000,46495.0000,7199.0000,53460.0000,14164.0000,7622.0000,685.0000,768.0000,5972.0000,197.0000
15,4,4,83.0009,82.2229,78.6248,86.1662,49859.22645569,86.7620,57.9758,78.9116,45.8196,3071.45370483,121318.0000,47693.0000,7657.0000,53002.0000,12966.0000,7622.0000,696.0000,823.0000,5917.0000,186.0000
16,4,4,83.3800,82.5000,78.3511,87.1128,49106.19619751,87.7722,59.8967,78.9116,48.2663,2891.80705452,121318.0000,47527.0000,7031.0000,53628.0000,13132.0000,7622.0000,696.0000,746.0000,5994.0000,186.0000
17,4,4,83.5160,82.8019,79.3633,86.5518,48684.93777466,87.1950,59.1290,80.0454,46.8792,3009.98249054,121318.0000,48141.0000,7480.0000,53179.0000,12518.0000,7622.0000,706.0000,800.0000,5940.0000,176.0000
18,4,4,84.0708,82.9695,77.6043,89.1317,48046.71618652,89.3991,63.1050,78.3447,52.8287,2613.36572647,121318.0000,47074.0000,5740.0000,54919.0000,13585.0000,7622.0000,691.0000,617.0000,6123.0000,191.0000
19,4,4,83.9496,83.1525,79.2183,87.4980,47673.83262634,87.9690,60.4571,79.4785,48.7822,2886.93578720,121318.0000,48053.0000,6866.0000,53793.0000,12606.0000,7622.0000,701.0000,736.0000,6004.0000,181.0000
20,4,4,84.1977,83.2736,78.6726,88.4461,46966.52038574,88.7825,62.0506,79.2517,50.9847,2757.05494118,121318.0000,47722.0000,6234.0000,54425.0000,12937.0000,7622.0000,699.0000,672.0000,6068.0000,183.0000
21,4,4,84.2958,83.4405,79.1309,88.2466,46562.35330200,88.5857,61.6740,79.3651,50.4323,2827.81577110,121318.0000,48000.0000,6393.0000,54266.0000,12659.0000,7622.0000,700.0000,688.0000,6052.0000,182.0000
22,4,4,84.5744,83.5940,78.5984,89.2677,46098.08938599,89.5041,63.5369,79.0249,53.1250,2671.27514076,121318.0000,47677.0000,5732.0000,54927.0000,12982.0000,7622.0000,697.0000,615.0000,6125.0000,185.0000
23,4,4,84.5728,83.6390,78.8655,89.0276,46040.28474426,89.1629,62.8263,79.1383,52.0896,2673.67836952,121318.0000,47839.0000,5896.0000,54763.0000,12820.0000,7622.0000,698.0000,642.0000,6098.0000,184.0000
24,4,4,84.5728,83.6476,78.9149,88.9841,45755.35498047,89.2154,62.9730,79.2517,52.2422,2734.35726738,121318.0000,47869.0000,5926.0000,54733.0000,12790.0000,7622.0000,699.0000,639.0000,6101.0000,183.0000
25,4,4,84.6725,83.7190,78.8160,89.2725,45281.42248535,89.5565,63.7523,79.3651,53.2725,2735.56636429,121318.0000,47809.0000,5745.0000,54914.0000,12850.0000,7622.0000,700.0000,614.0000,6126.0000,182.0000
26,4,4,84.7558,83.7427,78.5242,89.7041,45033.64346313,89.8845,64.3880,79.0249,54.3258,2628.48434448,121318.0000,47632.0000,5467.0000,55192.0000,13027.0000,7622.0000,697.0000,586.0000,6154.0000,185.0000
27,4,4,84.7731,83.7519,78.4879,89.7726,44822.36950684,89.8977,64.4177,79.0249,54.3682,2644.28840256,121318.0000,47610.0000,5424.0000,55235.0000,13049.0000,7622.0000,697.0000,585.0000,6155.0000,185.0000
28,4,4,84.7459,83.8384,79.1309,89.1415,44873.64572144,89.3991,63.4058,79.3651,52.7903,2783.38587570,121318.0000,48000.0000,5847.0000,54812.0000,12659.0000,7622.0000,700.0000,626.0000,6114.0000,182.0000
29,4,4,84.8060,83.9037,79.2001,89.2012,44590.16447449,89.4122,63.4676,79.4785,52.8259,2808.25481415,121318.0000,48042.0000,5816.0000,54843.0000,12617.0000,7622.0000,701.0000,626.0000,6114.0000,181.0000
30,4,4,84.8778,83.9110,78.8688,89.6419,44374.81123352,89.7927,64.2792,79.3651,54.0123,2696.63966942,121318.0000,47841.0000,5528.0000,55131.0000,12818.0000,7622.0000,700.0000,596.0000,6144.0000,182.0000
31,4,4,84.9289,83.9301,78.7138,89.8869,44034.12040710,90.0026,64.7549,79.3651,54.6875,2700.31793022,121318.0000,47747.0000,5372.0000,55287.0000,12912.0000,7622.0000,700.0000,580.0000,6160.0000,182.0000
32,4,4,84.9841,83.8789,78.1286,90.5430,44071.80815125,90.5012,65.7197,78.6848,56.4228,2501.31880951,121318.0000,47392.0000,4950.0000,55709.0000,13267.0000,7622.0000,694.0000,536.0000,6204.0000,188.0000
33,4,4,84.9594,83.9552,78.7006,89.9616,43809.71827698,90.0551,64.8423,79.2517,54.8666,2672.17276382,121318.0000,47739.0000,5327.0000,55332.0000,12920.0000,7622.0000,699.0000,575.0000,6165.0000,183.0000
34,4,4,84.8629,83.9711,79.2990,89.2281,43950.75845337,89.4778,63.6116,79.4785,53.0257,2905.63224983,121318.0000,48102.0000,5807.0000,54852.0000,12557.0000,7622.0000,701.0000,621.0000,6119.0000,181.0000
35,4,4,85.0410,83.9176,78.0560,90.7311,43461.24719238,90.6586,66.0629,78.5714,56.9901,2507.72777367,121318.0000,47348.0000,4837.0000,55822.0000,13311.0000,7622.0000,693.0000,523.0000,6217.0000,189.0000
36,4,4,84.9577,84.0351,79.1787,89.5262,43546.18331909,89.7140,64.1354,79.4785,53.7577,2834.03472519,121318.0000,48029.0000,5619.0000,55040.0000,12630.0000,7622.0000,701.0000,603.0000,6137.0000,181.0000
37,4,4,85.1053,84.0995,78.7797,90.1897,43201.61967468,90.1338,64.9907,79.1383,55.1343,2694.58358765,121318.0000,47787.0000,5198.0000,55461.0000,12872.0000,7622.0000,698.0000,568.0000,6172.0000,184.0000
38,4,4,85.1234,84.0501,78.3940,90.5858,43030.47348022,90.5799,65.9069,78.6848,56.6993,2558.91091347,121318.0000,47553.0000,4942.0000,55717.0000,13106.0000,7622.0000,694.0000,530.0000,6210.0000,188.0000
39,4,4,85.1514,84.1236,78.6775,90.3797,42946.52688599,90.3306,65.3828,78.9116,55.8140,2662.98401260,121318.0000,47725.0000,5080.0000,55579.0000,12934.0000,7622.0000,696.0000,551.0000,6189.0000,186.0000
40,4,4,85.1234,84.1498,78.9809,90.0427,42952.45658875,90.0682,64.8398,79.1383,54.9174,2760.19589233,121318.0000,47909.0000,5298.0000,55361.0000,12750.0000,7622.0000,698.0000,573.0000,6167.0000,184.0000
41,4,4,85.2108,84.1854,78.7270,90.4571,42736.95324707,90.4487,65.6604,78.9116,56.2197,2636.91625786,121318.0000,47755.0000,5038.0000,55621.0000,12904.0000,7622.0000,696.0000,542.0000,6198.0000,186.0000
42,4,4,85.2841,84.1494,78.1253,91.1802,42563.54420471,90.9997,66.7957,78.2313,58.2770,2452.77147484,121318.0000,47390.0000,4584.0000,56075.0000,13269.0000,7622.0000,690.0000,494.0000,6246.0000,192.0000
43,4,4,85.2462,84.1024,78.0511,91.1708,42543.45736694,90.9997,66.7957,78.2313,58.2770,2422.29704857,121318.0000,47345.0000,4585.0000,56074.0000,13314.0000,7622.0000,690.0000,494.0000,6246.0000,192.0000
44,4,4,85.2841,84.2284,78.5902,90.7381,42348.80090332,90.6061,65.9048,78.4580,56.8144,2581.37874794,121318.0000,47672.0000,4866.0000,55793.0000,12987.0000,7622.0000,692.0000,526.0000,6214.0000,190.0000
45,4,4,85.2709,84.2374,78.7138,90.5946,42302.01084900,90.5143,65.7832,78.7982,56.4582,2603.59595490,121318.0000,47747.0000,4957.0000,55702.0000,12912.0000,7622.0000,695.0000,536.0000,6204.0000,187.0000
46,4,4,85.3039,84.2882,78.8391,90.5464,42268.30863953,90.4749,65.6575,78.6848,56.3312,2647.49263382,121318.0000,47823.0000,4993.0000,55666.0000,12836.0000,7622.0000,694.0000,538.0000,6202.0000,188.0000
47,4,4,85.2817,84.1918,78.3874,90.9246,42187.70634460,90.7242,66.1884,78.4580,57.2374,2501.83760452,121318.0000,47549.0000,4746.0000,55913.0000,13110.0000,7622.0000,692.0000,517.0000,6223.0000,190.0000
48,4,4,85.3130,84.2999,78.8605,90.5453,42163.09857178,90.4356,65.5319,78.5714,56.2044,2597.44723892,121318.0000,47836.0000,4995.0000,55664.0000,12823.0000,7622.0000,693.0000,540.0000,6200.0000,189.0000
49,4,4,85.2149,84.3220,79.5199,89.7414,42518.58906555,89.7271,64.1648,79.4785,53.7989,2871.82625389,121318.0000,48236.0000,5514.0000,55145.0000,12423.0000,7622.0000,701.0000,602.0000,6138.0000,181.0000
50,4,4,85.3080,84.2441,78.5555,90.8209,41972.42807007,90.6061,65.8723,78.3447,56.8257,2537.24605560,121318.0000,47651.0000,4816.0000,55843.0000,13008.0000,7622.0000,691.0000,525.0000,6215.0000,191.0000
51,4,4,85.4259,84.4095,78.9067,90.7374,41856.93150330,90.4749,65.5598,78.3447,56.3622,2577.29052925,121318.0000,47864.0000,4886.0000,55773.0000,12795.0000,7622.0000,691.0000,535.0000,6205.0000,191.0000
52,4,4,85.3740,84.3654,78.9232,90.6138,41867.46649170,90.4225,65.4683,78.4580,56.1688,2668.87638474,121318.0000,47874.0000,4959.0000,55700.0000,12785.0000,7622.0000,692.0000,540.0000,6200.0000,190.0000
53,4,4,85.2396,84.0471,77.7642,91.4344,41915.14939880,91.1965,67.2203,78.0045,59.0558,2329.38567162,121318.0000,47171.0000,4419.0000,56240.0000,13488.0000,7622.0000,688.0000,477.0000,6263.0000,194.0000
54,4,4,85.3839,84.3299,78.6577,90.8836,41595.12478638,90.5537,65.7795,78.4580,56.6285,2569.24002075,121318.0000,47713.0000,4786.0000,55873.0000,12946.0000,7622.0000,692.0000,530.0000,6210.0000,190.0000
55,4,4,85.4160,84.3670,78.7056,90.9060,41522.66598511,90.6324,66.0000,78.5714,56.8966,2531.55249405,121318.0000,47742.0000,4776.0000,55883.0000,12917.0000,7622.0000,693.0000,525.0000,6215.0000,189.0000
56,4,4,85.3872,84.3993,79.0550,90.5185,41620.18365479,90.3700,65.4751,78.9116,55.9486,2663.69686890,121318.0000,47954.0000,5023.0000,55636.0000,12705.0000,7622.0000,696.0000,548.0000,6192.0000,186.0000
57,4,4,85.3517,84.3022,78.6660,90.8084,41504.37733459,90.4618,65.4960,78.2313,56.3265,2578.37362671,121318.0000,47718.0000,4830.0000,55829.0000,12941.0000,7622.0000,690.0000,535.0000,6205.0000,192.0000
58,4,4,85.3534,84.1793,77.9324,91.5150,41418.61541748,91.1178,66.9917,77.8912,58.7682,2366.87924957,121318.0000,47273.0000,4383.0000,56276.0000,13386.0000,7622.0000,687.0000,482.0000,6258.0000,195.0000
59,4,4,85.4152,84.3349,78.5193,91.0810,41281.36682129,90.7636,66.2835,78.4580,57.3798,2493.98264885,121318.0000,47629.0000,4664.0000,55995.0000,13030.0000,7622.0000,692.0000,514.0000,6226.0000,190.0000
0,5,5,64.4744,59.8216,52.8940,68.8372,80291.21435547,74.1931,32.5214,53.7415,23.3153,4862.05663300,121318.0000,32085.0000,14525.0000,46134.0000,28574.0000,7622.0000,474.0000,1559.0000,5181.0000,408.0000
1,5,5,67.5819,68.0239,68.9642,67.1089,73185.96267700,67.8168,33.3243,69.5011,21.9163,4600.56694794,121318.0000,41833.0000,20503.0000,40156.0000,18826.0000,7622.0000,613.0000,2184.0000,4556.0000,269.0000
2,5,5,70.2559,69.8188,68.8076,70.8601,70178.11901855,72.6450,36.9900,69.3878,25.2163,4180.58420563,121318.0000,41738.0000,17164.0000,43495.0000,18921.0000,7622.0000,612.0000,1815.0000,4925.0000,270.0000
3,5,5,74.1341,74.3166,74.8446,73.7959,65837.43144226,74.9803,40.9415,74.9433,28.1636,4008.99005508,121318.0000,45400.0000,16121.0000,44538.0000,15259.0000,7622.0000,661.0000,1686.0000,5054.0000,221.0000
4,5,5,77.0669,77.4154,78.6099,76.2566,61563.82341003,77.0008,44.3669,79.2517,30.8065,3920.45275116,121318.0000,47684.0000,14847.0000,45812.0000,12975.0000,7622.0000,699.0000,1570.0000,5170.0000,183.0000
5,5,5,78.6025,77.7396,74.7259,81.0065,59238.70773315,82.3537,49.8322,75.7370,37.1317,3475.22852898,121318.0000,45328.0000,10628.0000,50031.0000,15331.0000,7622.0000,668.0000,1131.0000,5609.0000,214.0000
6,5,5,79.2117,78.4474,75.6656,81.4415,57935.55801392,82.6555,50.3754,76.0771,37.6543,3544.75782013,121318.0000,45898.0000,10459.0000,50200.0000,14761.0000,7622.0000,671.0000,1111.0000,5629.0000,211.0000
7,5,5,79.7771,78.8933,75.5898,82.4988,56820.82231140,83.5083,51.5980,75.9637,39.0671,3510.46339798,121318.0000,45852.0000,9727.0000,50932.0000,14807.0000,7622.0000,670.0000,1045.0000,5695.0000,212.0000
8,5,5,80.3846,79.0853,74.1720,84.6956,55680.02284241,85.5812,54.4173,74.3764,42.9039,3256.73375130,121318.0000,44992.0000,8130.0000,52529.0000,15667.0000,7622.0000,656.0000,873.0000,5867.0000,226.0000
9,5,5,80.6879,79.2272,73.6560,85.7102,54785.64550781,86.4865,55.9075,74.0363,44.9106,3150.63099098,121318.0000,44679.0000,7449.0000,53210.0000,15980.0000,7622.0000,653.0000,801.0000,5939.0000,229.0000
10,5,5,80.9888,79.7282,74.7704,85.3902,53989.52854919,86.1060,55.5229,74.9433,44.0961,3202.18119431,121318.0000,45355.0000,7760.0000,52899.0000,15304.0000,7622.0000,661.0000,838.0000,5902.0000,221.0000
11,5,5,81.3597,79.9489,74.3237,86.4954,53136.75970459,86.9588,56.8576,74.2630,46.0619,3053.96922493,121318.0000,45084.0000,7039.0000,53620.0000,15575.0000,7622.0000,655.0000,767.0000,5973.0000,227.0000
12,5,5,81.5452,80.5155,76.2607,85.2732,52437.23388672,85.7780,55.1325,75.5102,43.4159,3241.67202759,121318.0000,46259.0000,7989.0000,52670.0000,14400.0000,7622.0000,666.0000,868.0000,5872.0000,216.0000
13,5,5,82.0035,80.9812,76.6284,85.8584,51452.17565918,86.1847,55.9967,75.9637,44.3415,3151.30641365,121318.0000,46482.0000,7656.0000,53003.0000,14177.0000,7622.0000,670.0000,841.0000,5899.0000,212.0000
14,5,5,82.7132,81.6370,76.8526,87.0567,50576.08618164,87.1950,58.0396,76.5306,46.7452,2972.60378647,121318.0000,46618.0000,6931.0000,53728.0000,14041.0000,7622.0000,675.0000,769.0000,5971.0000,207.0000
15,5,5,83.1608,82.1760,77.6356,87.2804,49766.92366028,87.5361,58.9810,77.4376,47.6290,2898.80100250,121318.0000,47093.0000,6863.0000,53796.0000,13566.0000,7622.0000,683.0000,751.0000,5989.0000,199.0000
16,5,5,83.4089,82.6405,78.9825,86.6538,49197.17771912,86.9850,58.5977,79.5918,46.3672,3038.10996628,121318.0000,47910.0000,7379.0000,53280.0000,12749.0000,7622.0000,702.0000,812.0000,5928.0000,180.0000
17,5,5,83.8062,82.9530,78.8012,87.5666,48513.36276245,87.6410,59.6747,79.0249,47.9367,2932.55293083,121318.0000,47800.0000,6787.0000,53872.0000,12859.0000,7622.0000,697.0000,757.0000,5983.0000,185.0000
18,5,5,84.2117,83.1326,77.8137,89.2319,47910.11169434,89.0842,62.2505,77.7778,51.8911,2656.29471207,121318.0000,47201.0000,5696.0000,54963.0000,13458.0000,7622.0000,686.0000,636.0000,6104.0000,196.0000
19,5,5,84.1540,83.3382,79.2578,87.8616,47563.62648010,87.8116,60.1459,79.4785,48.3782,2898.00633240,121318.0000,48077.0000,6642.0000,54017.0000,12582.0000,7622.0000,701.0000,748.0000,5992.0000,181.0000
20,5,5,84.3065,83.4156,78.9347,88.4360,47048.33547974,88.4151,61.2889,79.2517,49.9643,2819.32520866,121318.0000,47881.0000,6261.0000,54398.0000,12778.0000,7622.0000,699.0000,700.0000,6040.0000,183.0000
21,5,5,84.5365,83.6109,78.8885,88.9345,46502.21000671,88.8743,62.1429,78.9116,51.2518,2751.21901512,121318.0000,47853.0000,5954.0000,54705.0000,12806.0000,7622.0000,696.0000,662.0000,6078.0000,186.0000
22,5,5,84.6775,83.6098,78.1632,89.8722,46167.63719177,89.7271,63.7668,78.1179,53.8702,2581.48825455,121318.0000,47413.0000,5343.0000,55316.0000,13246.0000,7622.0000,689.0000,590.0000,6150.0000,193.0000
23,5,5,84.6898,83.7127,78.6907,89.4195,45912.81199646,89.2941,62.9764,78.6848,52.4962,2670.87274361,121318.0000,47733.0000,5648.0000,55011.0000,12926.0000,7622.0000,694.0000,628.0000,6112.0000,188.0000
24,5,5,84.7821,83.7477,78.4171,89.8559,45643.24247742,89.7796,64.0185,78.5714,54.0140,2607.40328884,121318.0000,47567.0000,5370.0000,55289.0000,13092.0000,7622.0000,693.0000,590.0000,6150.0000,189.0000
25,5,5,84.7228,83.7984,79.0171,89.1955,45370.58937073,89.1367,62.8366,79.3651,52.0059,2799.01483536,121318.0000,47931.0000,5806.0000,54853.0000,12728.0000,7622.0000,700.0000,646.0000,6094.0000,182.0000
26,5,5,84.8539,83.7618,78.1286,90.2705,44981.64393616,90.1207,64.7307,78.3447,55.1476,2556.41895294,121318.0000,47392.0000,5108.0000,55551.0000,13267.0000,7622.0000,691.0000,562.0000,6178.0000,191.0000
27,5,5,84.8901,83.8061,78.1961,90.2832,44738.87767029,90.0813,64.6399,78.3447,55.0159,2598.80196476,121318.0000,47433.0000,5105.0000,55554.0000,13226.0000,7622.0000,691.0000,565.0000,6175.0000,191.0000
28,5,5,84.9083,83.8904,78.5902,89.9574,44691.83938599,89.8977,64.4834,79.2517,54.3546,2641.04462814,121318.0000,47672.0000,5322.0000,55337.0000,12987.0000,7622.0000,699.0000,587.0000,6153.0000,183.0000
29,5,5,84.9693,83.9787,78.7863,89.9037,44535.64965820,89.7796,64.1839,79.1383,53.9830,2665.00855827,121318.0000,47791.0000,5367.0000,55292.0000,12868.0000,7622.0000,698.0000,595.0000,6145.0000,184.0000
30,5,5,84.9602,83.9268,78.5308,90.1190,44251.39091492,89.9501,64.5698,79.1383,54.5312,2667.17421722,121318.0000,47636.0000,5223.0000,55436.0000,13023.0000,7622.0000,698.0000,582.0000,6158.0000,184.0000
31,5,5,85.0228,84.0289,78.7995,90.0017,44030.52983093,89.8189,64.3054,79.2517,54.1022,2740.88565636,121318.0000,47799.0000,5310.0000,55349.0000,12860.0000,7622.0000,699.0000,593.0000,6147.0000,183.0000
32,5,5,85.1654,84.0420,78.1253,90.9283,43901.74649048,90.6061,65.8397,78.2313,56.8369,2492.37099457,121318.0000,47390.0000,4728.0000,55931.0000,13269.0000,7622.0000,690.0000,524.0000,6216.0000,192.0000
33,5,5,84.9412,83.9899,78.9990,89.6539,43974.22546387,89.5565,63.7853,79.4785,53.2675,2820.56986618,121318.0000,47920.0000,5530.0000,55129.0000,12739.0000,7622.0000,701.0000,615.0000,6125.0000,181.0000
34,5,5,85.0286,84.0551,78.9232,89.9008,43728.29374695,89.7533,64.2563,79.5918,53.8757,2769.94419479,121318.0000,47874.0000,5378.0000,55281.0000,12785.0000,7622.0000,702.0000,601.0000,6139.0000,180.0000
35,5,5,85.1943,84.0167,77.8269,91.2763,43582.67849731,90.9210,66.5053,77.8912,58.0236,2406.32859325,121318.0000,47209.0000,4512.0000,56147.0000,13450.0000,7622.0000,687.0000,497.0000,6243.0000,195.0000
36,5,5,84.9989,84.0716,79.1770,89.6112,43718.51260376,89.4516,63.5539,79.4785,52.9456,2872.99767685,121318.0000,48028.0000,5568.0000,55091.0000,12631.0000,7622.0000,701.0000,623.0000,6117.0000,181.0000
37,5,5,85.1489,84.0888,78.4863,90.5527,43187.87835693,90.3044,65.2889,78.7982,55.7338,2677.42719078,121318.0000,47609.0000,4967.0000,55692.0000,13050.0000,7622.0000,695.0000,552.0000,6188.0000,187.0000
38,5,5,85.2157,84.1058,78.2324,90.9326,43022.31605530,90.5537,65.7469,78.3447,56.6393,2552.14916515,121318.0000,47455.0000,4732.0000,55927.0000,13204.0000,7622.0000,691.0000,529.0000,6211.0000,191.0000
39,5,5,85.1630,84.1205,78.5984,90.4773,43016.94580078,90.2257,65.1380,78.9116,55.4582,2699.36676407,121318.0000,47677.0000,5018.0000,55641.0000,12982.0000,7622.0000,696.0000,559.0000,6181.0000,186.0000
40,5,5,85.1555,84.2163,79.2051,89.9046,43195.42428589,89.5828,63.8434,79.4785,53.3486,2831.20737457,121318.0000,48045.0000,5395.0000,55264.0000,12614.0000,7622.0000,701.0000,613.0000,6127.0000,181.0000
41,5,5,85.2363,84.1838,78.5819,90.6458,42749.96852112,90.3175,65.4171,79.1383,55.7508,2681.77402687,121318.0000,47667.0000,4919.0000,55740.0000,12992.0000,7622.0000,698.0000,554.0000,6186.0000,184.0000
42,5,5,85.2676,84.1550,78.2456,91.0299,42598.82821655,90.7636,66.3480,78.6848,57.3554,2545.91917038,121318.0000,47463.0000,4677.0000,55982.0000,13196.0000,7622.0000,694.0000,516.0000,6224.0000,188.0000
43,5,5,85.2751,84.1811,78.3594,90.9373,42576.02662659,90.6193,66.0333,78.7982,56.8275,2561.65829945,121318.0000,47532.0000,4737.0000,55922.0000,13127.0000,7622.0000,695.0000,528.0000,6212.0000,187.0000
44,5,5,85.3229,84.1609,77.9868,91.3967,42409.32266235,91.1965,67.3161,78.3447,59.0094,2450.68263435,121318.0000,47306.0000,4453.0000,56206.0000,13353.0000,7622.0000,691.0000,480.0000,6260.0000,191.0000
45,5,5,85.3097,84.1810,78.1747,91.1870,42318.07402039,90.9473,66.7310,78.4580,58.0537,2502.63545132,121318.0000,47420.0000,4583.0000,56076.0000,13239.0000,7622.0000,692.0000,500.0000,6240.0000,190.0000
46,5,5,85.2800,84.1911,78.3923,90.9164,42446.98735046,90.7111,66.2536,78.7982,57.1546,2583.26144028,121318.0000,47552.0000,4751.0000,55908.0000,13107.0000,7622.0000,695.0000,521.0000,6219.0000,187.0000
47,5,5,85.3064,84.1696,78.1253,91.2276,42174.46049500,91.0129,66.8922,78.4580,58.2982,2501.49149895,121318.0000,47390.0000,4557.0000,56102.0000,13269.0000,7622.0000,692.0000,495.0000,6245.0000,190.0000
48,5,5,85.3196,84.2068,78.2736,91.1132,42084.10508728,90.8817,66.6026,78.5714,57.7982,2522.99148464,121318.0000,47480.0000,4631.0000,56028.0000,13179.0000,7622.0000,693.0000,506.0000,6234.0000,189.0000
