"Accuracy","Kappa","AccuracyLower","AccuracyUpper","AccuracyNull","AccuracyPValue","McnemarPValue","Sensitivity","Specificity","Pos Pred Value","Neg Pred Value","Precision","Recall","F1","Prevalence","Detection Rate","Detection Prevalence","Balanced Accuracy","method","set","auc"
0.727272727272727,0.3125,0.497778798733651,0.892710751629603,0.727272727272727,0.607662887931694,1,0.8125,0.5,0.8125,0.5,0.8125,0.8125,0.8125,0.727272727272727,0.590909090909091,0.727272727272727,0.65625,"2__1Logistic Regression","testing",0.65625
0.919354838709677,0.838709677419355,0.821747406867766,0.973295383204164,0.5,1.53276284893533e-12,1,0.935483870967742,0.903225806451613,0.90625,0.933333333333333,0.90625,0.935483870967742,0.920634920634921,0.5,0.467741935483871,0.516129032258065,0.919354838709677,"2__2ridge","training",0.919354838709677
0.727272727272727,0.377358490566038,0.497778798733651,0.892710751629603,0.727272727272727,0.607662887931694,0.683091398309609,0.75,0.666666666666667,0.857142857142857,0.5,0.857142857142857,0.75,0.8,0.727272727272727,0.545454545454545,0.636363636363636,0.708333333333333,"2__2ridge","testing",0.708333333333333
0.935483870967742,0.870967741935484,0.842971915962426,0.98214330283635,0.5,1.29587963623723e-13,0.617075077451974,0.967741935483871,0.903225806451613,0.909090909090909,0.96551724137931,0.909090909090909,0.967741935483871,0.9375,0.5,0.483870967741935,0.532258064516129,0.935483870967742,"2__3lasso","training",0.935483870967742
0.772727272727273,0.455445544554455,0.546296376337878,0.921793739648108,0.727272727272727,0.419582830413689,1,0.8125,0.666666666666667,0.866666666666667,0.571428571428572,0.866666666666667,0.8125,0.838709677419355,0.727272727272727,0.590909090909091,0.681818181818182,0.739583333333333,"2__3lasso","testing",0.739583333333333
0.854838709677419,0.709677419354839,0.742243137270859,0.931411387376539,0.5,5.25361635857029e-09,0.182422439451736,0.935483870967742,0.774193548387097,0.805555555555556,0.923076923076923,0.805555555555556,0.935483870967742,0.865671641791045,0.5,0.467741935483871,0.580645161290323,0.854838709677419,"2__4KNN","training",0.854838709677419
0.863636363636364,0.673267326732673,0.650877902742592,0.970944148871253,0.727272727272727,0.111442954044321,1,0.875,0.833333333333333,0.933333333333333,0.714285714285714,0.933333333333333,0.875,0.903225806451613,0.727272727272727,0.636363636363636,0.681818181818182,0.854166666666667,"2__4KNN","testing",0.854166666666667
0.951612903225806,0.903225806451613,0.86503805228493,0.989908053689024,0.5,8.6246114416877e-15,0.248213078989924,1,0.903225806451613,0.911764705882353,1,0.911764705882353,1,0.953846153846154,0.5,0.5,0.548387096774194,0.951612903225806,"2__5SVM","training",0.951612903225806
0.772727272727273,0.320987654320988,0.546296376337878,0.921793739648108,0.727272727272727,0.419582830413689,0.371093369522698,0.9375,0.333333333333333,0.789473684210526,0.666666666666667,0.789473684210526,0.9375,0.857142857142857,0.727272727272727,0.681818181818182,0.863636363636364,0.635416666666667,"2__5SVM","testing",0.635416666666667
0.870967741935484,0.741935483870968,0.761491863618209,0.942609994392978,0.5,8.54663093118393e-10,1,0.870967741935484,0.870967741935484,0.870967741935484,0.870967741935484,0.870967741935484,0.870967741935484,0.870967741935484,0.5,0.435483870967742,0.5,0.870967741935484,"2__6Decision Tree","training",0.870967741935484
0.636363636363636,0.0833333333333333,0.406576668825647,0.828020562353668,0.727272727272727,0.882226186183425,1,0.75,0.333333333333333,0.75,0.333333333333333,0.75,0.75,0.75,0.727272727272727,0.545454545454545,0.727272727272727,0.541666666666667,"2__6Decision Tree","testing",0.541666666666667
1,1,0.942237365570709,1,0.5,2.168404344971e-19,NA,1,1,1,1,1,1,1,0.5,0.5,0.5,1,"2__7Random Forest","training",1
0.818181818181818,0.541666666666667,0.597154216922129,0.948132700687563,0.727272727272727,0.242566305690861,1,0.875,0.666666666666667,0.875,0.666666666666667,0.875,0.875,0.875,0.727272727272727,0.636363636363636,0.727272727272727,0.770833333333333,"2__7Random Forest","testing",0.770833333333333
1,1,0.942237365570709,1,0.5,2.168404344971e-19,NA,1,1,1,1,1,1,1,0.5,0.5,0.5,1,"2__8XGBoost","training",1
0.727272727272727,0.3125,0.497778798733651,0.892710751629603,0.727272727272727,0.607662887931694,1,0.8125,0.5,0.8125,0.5,0.8125,0.8125,0.8125,0.727272727272727,0.590909090909091,0.727272727272727,0.65625,"2__8XGBoost","testing",0.65625
0.983870967741935,0.967741935483871,0.91337898779308,0.999591731622543,0.5,1.36609473733174e-17,1,0.967741935483871,1,1,0.96875,1,0.967741935483871,0.983606557377049,0.5,0.483870967741935,0.483870967741935,0.983870967741935,"2__9LightGBM","training",0.983870967741935
0.772727272727273,0.504504504504504,0.546296376337878,0.921793739648108,0.727272727272727,0.419582830413689,0.371093369522698,0.75,0.833333333333333,0.923076923076923,0.555555555555556,0.923076923076923,0.75,0.827586206896552,0.727272727272727,0.545454545454545,0.590909090909091,0.791666666666667,"2__9LightGBM","testing",0.791666666666667
0.983870967741935,0.967741935483871,0.91337898779308,0.999591731622543,0.5,1.36609473733174e-17,1,0.967741935483871,1,1,0.96875,1,0.967741935483871,0.983606557377049,0.5,0.483870967741935,0.483870967741935,0.983870967741935,"3__1Logistic Regression","training",0.983870967741935
0.636363636363636,0.169811320754717,0.406576668825647,0.828020562353668,0.727272727272727,0.882226186183425,0.723673609831763,0.6875,0.5,0.785714285714286,0.375,0.785714285714286,0.6875,0.733333333333333,0.727272727272727,0.5,0.636363636363636,0.59375,"3__1Logistic Regression","testing",0.59375
0.806451612903226,0.612903225806452,0.686314048300537,0.895790370737824,0.5,6.07190385009313e-07,0.0433081428107919,0.935483870967742,0.67741935483871,0.743589743589744,0.91304347826087,0.743589743589744,0.935483870967742,0.828571428571429,0.5,0.467741935483871,0.629032258064516,0.806451612903226,"3__2ridge","training",0.806451612903226
0.772727272727273,0.455445544554455,0.546296376337878,0.921793739648108,0.727272727272727,0.419582830413689,1,0.8125,0.666666666666667,0.866666666666667,0.571428571428572,0.866666666666667,0.8125,0.838709677419355,0.727272727272727,0.590909090909091,0.681818181818182,0.739583333333333,"3__2ridge","testing",0.739583333333333
0.903225806451613,0.806451612903226,0.801169623701541,0.963650418307025,0.5,1.48629242593956e-11,0.683091398309609,0.935483870967742,0.870967741935484,0.878787878787879,0.931034482758621,0.878787878787879,0.935483870967742,0.90625,0.5,0.467741935483871,0.532258064516129,0.903225806451613,"3__3lasso","training",0.903225806451613
0.681818181818182,0.237623762376238,0.45127557242623,0.861353478446202,0.727272727272727,0.76887436580427,1,0.75,0.5,0.8,0.428571428571429,0.8,0.75,0.774193548387097,0.727272727272727,0.545454545454545,0.681818181818182,0.625,"3__3lasso","testing",0.625
0.806451612903226,0.612903225806452,0.686314048300537,0.895790370737824,0.5,6.07190385009313e-07,0.0433081428107919,0.67741935483871,0.935483870967742,0.91304347826087,0.743589743589744,0.91304347826087,0.67741935483871,0.777777777777778,0.5,0.338709677419355,0.370967741935484,0.806451612903226,"3__4KNN","training",0.806451612903226
0.681818181818182,0.237623762376238,0.45127557242623,0.861353478446202,0.727272727272727,0.76887436580427,1,0.75,0.5,0.8,0.428571428571429,0.8,0.75,0.774193548387097,0.727272727272727,0.545454545454545,0.681818181818182,0.625,"3__4KNN","testing",0.625
1,1,0.942237365570709,1,0.5,2.168404344971e-19,NA,1,1,1,1,1,1,1,0.5,0.5,0.5,1,"3__5SVM","training",1
0.727272727272727,0.232558139534884,0.497778798733651,0.892710751629603,0.727272727272727,0.607662887931694,0.683091398309609,0.875,0.333333333333333,0.777777777777778,0.5,0.777777777777778,0.875,0.823529411764706,0.727272727272727,0.636363636363636,0.818181818181818,0.604166666666667,"3__5SVM","testing",0.604166666666667
0.758064516129032,0.516129032258065,0.632550292814055,0.857813964151982,0.5,2.88918600246014e-05,0.00982327450751926,0.935483870967742,0.580645161290323,0.69047619047619,0.9,0.69047619047619,0.935483870967742,0.794520547945206,0.5,0.467741935483871,0.67741935483871,0.758064516129032,"3__6Decision Tree","training",0.758064516129032
0.681818181818182,0.237623762376238,0.45127557242623,0.861353478446202,0.727272727272727,0.76887436580427,1,0.75,0.5,0.8,0.428571428571429,0.8,0.75,0.774193548387097,0.727272727272727,0.545454545454545,0.681818181818182,0.625,"3__6Decision Tree","testing",0.625
1,1,0.942237365570709,1,0.5,2.168404344971e-19,NA,1,1,1,1,1,1,1,0.5,0.5,0.5,1,"3__7Random Forest","training",1
0.681818181818182,0.237623762376238,0.45127557242623,0.861353478446202,0.727272727272727,0.76887436580427,1,0.75,0.5,0.8,0.428571428571429,0.8,0.75,0.774193548387097,0.727272727272727,0.545454545454545,0.681818181818182,0.625,"3__7Random Forest","testing",0.625
1,1,0.942237365570709,1,0.5,2.168404344971e-19,NA,1,1,1,1,1,1,1,0.5,0.5,0.5,1,"3__8XGBoost","training",1
0.681818181818182,0.237623762376238,0.45127557242623,0.861353478446202,0.727272727272727,0.76887436580427,1,0.75,0.5,0.8,0.428571428571429,0.8,0.75,0.774193548387097,0.727272727272727,0.545454545454545,0.681818181818182,0.625,"3__8XGBoost","testing",0.625
0.967741935483871,0.935483870967742,0.888280875376193,0.996069242802391,0.5,4.23706209007334e-16,0.479500122186953,0.935483870967742,1,1,0.939393939393939,1,0.935483870967742,0.966666666666667,0.5,0.467741935483871,0.467741935483871,0.967741935483871,"3__9LightGBM","training",0.967741935483871
0.636363636363636,0.241379310344828,0.406576668825647,0.828020562353668,0.727272727272727,0.882226186183425,0.288844366346485,0.625,0.666666666666667,0.833333333333333,0.4,0.833333333333333,0.625,0.714285714285714,0.727272727272727,0.454545454545455,0.545454545454545,0.645833333333333,"3__9LightGBM","testing",0.645833333333333
