"predictions","Actual","predictions_type","AUC","Fold","Model"
"1",1,"training",1,2,"8XGBoost"
"0",0,"training",1,2,"8XGBoost"
"1",1,"training",1,2,"8XGBoost"
"0",0,"training",1,2,"8XGBoost"
"0",0,"training",1,2,"8XGBoost"
"1",1,"training",1,2,"8XGBoost"
"0",0,"training",1,2,"8XGBoost"
"0",0,"training",1,2,"8XGBoost"
"0",0,"training",1,2,"8XGBoost"
"1",1,"training",1,2,"8XGBoost"
"0",0,"training",1,2,"8XGBoost"
"1",1,"training",1,2,"8XGBoost"
"1",1,"training",1,2,"8XGBoost"
"1",1,"training",1,2,"8XGBoost"
"1",1,"training",1,2,"8XGBoost"
"0",0,"training",1,2,"8XGBoost"
"1",1,"training",1,2,"8XGBoost"
"0",0,"training",1,2,"8XGBoost"
"0",0,"training",1,2,"8XGBoost"
"1",1,"training",1,2,"8XGBoost"
"0",0,"training",1,2,"8XGBoost"
"0",0,"training",1,2,"8XGBoost"
"0",0,"training",1,2,"8XGBoost"
"0",0,"training",1,2,"8XGBoost"
"1",1,"training",1,2,"8XGBoost"
"1",1,"training",1,2,"8XGBoost"
"0",0,"training",1,2,"8XGBoost"
"1",1,"training",1,2,"8XGBoost"
"1",1,"training",1,2,"8XGBoost"
"1",1,"training",1,2,"8XGBoost"
"1",1,"training",1,2,"8XGBoost"
"1",1,"training",1,2,"8XGBoost"
"1",1,"training",1,2,"8XGBoost"
"1",1,"training",1,2,"8XGBoost"
"0",0,"training",1,2,"8XGBoost"
"0",0,"training",1,2,"8XGBoost"
"0",0,"training",1,2,"8XGBoost"
"0",0,"training",1,2,"8XGBoost"
"0",0,"training",1,2,"8XGBoost"
"1",1,"training",1,2,"8XGBoost"
"1",1,"training",1,2,"8XGBoost"
"0",0,"training",1,2,"8XGBoost"
"0",0,"training",1,2,"8XGBoost"
"1",1,"training",1,2,"8XGBoost"
"1",1,"training",1,2,"8XGBoost"
"0",0,"training",1,2,"8XGBoost"
"1",1,"training",1,2,"8XGBoost"
"0",0,"training",1,2,"8XGBoost"
"1",1,"training",1,2,"8XGBoost"
"0",0,"training",1,2,"8XGBoost"
"0",0,"training",1,2,"8XGBoost"
"1",1,"testing",0.65625,2,"8XGBoost"
"0",0,"testing",0.65625,2,"8XGBoost"
"0",0,"testing",0.65625,2,"8XGBoost"
"0",1,"testing",0.65625,2,"8XGBoost"
"0",1,"testing",0.65625,2,"8XGBoost"
"1",0,"testing",0.65625,2,"8XGBoost"
"0",0,"testing",0.65625,2,"8XGBoost"
"1",0,"testing",0.65625,2,"8XGBoost"
"0",0,"testing",0.65625,2,"8XGBoost"
"0",0,"testing",0.65625,2,"8XGBoost"
"0",0,"testing",0.65625,2,"8XGBoost"
"1",0,"testing",0.65625,2,"8XGBoost"
"0",0,"testing",0.65625,2,"8XGBoost"
"0",1,"testing",0.65625,2,"8XGBoost"
"0",0,"testing",0.65625,2,"8XGBoost"
"0",0,"testing",0.65625,2,"8XGBoost"
"0",0,"testing",0.65625,2,"8XGBoost"
"0",0,"testing",0.65625,2,"8XGBoost"
"0",0,"testing",0.65625,2,"8XGBoost"
"1",1,"testing",0.65625,2,"8XGBoost"
"0",0,"testing",0.65625,2,"8XGBoost"
"1",1,"testing",0.65625,2,"8XGBoost"
"0",0,"training",0.983870967741935,2,"9LightGBM"
"0",0,"training",0.983870967741935,2,"9LightGBM"
"1",1,"training",0.983870967741935,2,"9LightGBM"
"0",0,"training",0.983870967741935,2,"9LightGBM"
"1",1,"training",0.983870967741935,2,"9LightGBM"
"0",0,"training",0.983870967741935,2,"9LightGBM"
"1",1,"training",0.983870967741935,2,"9LightGBM"
"1",1,"training",0.983870967741935,2,"9LightGBM"
"1",1,"training",0.983870967741935,2,"9LightGBM"
"0",0,"training",0.983870967741935,2,"9LightGBM"
"1",1,"training",0.983870967741935,2,"9LightGBM"
"1",1,"training",0.983870967741935,2,"9LightGBM"
"0",0,"training",0.983870967741935,2,"9LightGBM"
"1",1,"training",0.983870967741935,2,"9LightGBM"
"0",0,"training",0.983870967741935,2,"9LightGBM"
"0",0,"training",0.983870967741935,2,"9LightGBM"
"1",1,"training",0.983870967741935,2,"9LightGBM"
"0",0,"training",0.983870967741935,2,"9LightGBM"
"0",0,"training",0.983870967741935,2,"9LightGBM"
"0",0,"training",0.983870967741935,2,"9LightGBM"
"1",1,"training",0.983870967741935,2,"9LightGBM"
"0",0,"training",0.983870967741935,2,"9LightGBM"
"1",1,"training",0.983870967741935,2,"9LightGBM"
"1",1,"training",0.983870967741935,2,"9LightGBM"
"1",1,"training",0.983870967741935,2,"9LightGBM"
"1",1,"training",0.983870967741935,2,"9LightGBM"
"0",0,"training",0.983870967741935,2,"9LightGBM"
"1",1,"training",0.983870967741935,2,"9LightGBM"
"0",0,"training",0.983870967741935,2,"9LightGBM"
"0",0,"training",0.983870967741935,2,"9LightGBM"
"1",1,"training",0.983870967741935,2,"9LightGBM"
"0",0,"training",0.983870967741935,2,"9LightGBM"
"0",0,"training",0.983870967741935,2,"9LightGBM"
"0",0,"training",0.983870967741935,2,"9LightGBM"
"1",0,"training",0.983870967741935,2,"9LightGBM"
"1",1,"training",0.983870967741935,2,"9LightGBM"
"1",1,"training",0.983870967741935,2,"9LightGBM"
"0",0,"training",0.983870967741935,2,"9LightGBM"
"1",1,"training",0.983870967741935,2,"9LightGBM"
"1",1,"training",0.983870967741935,2,"9LightGBM"
"1",1,"training",0.983870967741935,2,"9LightGBM"
"1",1,"training",0.983870967741935,2,"9LightGBM"
"1",1,"training",0.983870967741935,2,"9LightGBM"
"1",1,"training",0.983870967741935,2,"9LightGBM"
"1",1,"training",0.983870967741935,2,"9LightGBM"
"0",0,"training",0.983870967741935,2,"9LightGBM"
"0",0,"training",0.983870967741935,2,"9LightGBM"
"0",0,"training",0.983870967741935,2,"9LightGBM"
"0",0,"training",0.983870967741935,2,"9LightGBM"
"0",0,"training",0.983870967741935,2,"9LightGBM"
"1",1,"training",0.983870967741935,2,"9LightGBM"
"1",1,"training",0.983870967741935,2,"9LightGBM"
"0",0,"training",0.983870967741935,2,"9LightGBM"
"0",0,"training",0.983870967741935,2,"9LightGBM"
"1",1,"training",0.983870967741935,2,"9LightGBM"
"1",1,"training",0.983870967741935,2,"9LightGBM"
"0",0,"training",0.983870967741935,2,"9LightGBM"
"1",1,"training",0.983870967741935,2,"9LightGBM"
"0",0,"training",0.983870967741935,2,"9LightGBM"
"1",1,"training",0.983870967741935,2,"9LightGBM"
"0",0,"training",0.983870967741935,2,"9LightGBM"
"0",0,"training",0.983870967741935,2,"9LightGBM"
"1",1,"testing",0.791666666666667,2,"9LightGBM"
"0",0,"testing",0.791666666666667,2,"9LightGBM"
"1",0,"testing",0.791666666666667,2,"9LightGBM"
"1",1,"testing",0.791666666666667,2,"9LightGBM"
"1",1,"testing",0.791666666666667,2,"9LightGBM"
"1",0,"testing",0.791666666666667,2,"9LightGBM"
"0",0,"testing",0.791666666666667,2,"9LightGBM"
"0",0,"testing",0.791666666666667,2,"9LightGBM"
"0",0,"testing",0.791666666666667,2,"9LightGBM"
"0",0,"testing",0.791666666666667,2,"9LightGBM"
"0",0,"testing",0.791666666666667,2,"9LightGBM"
"1",0,"testing",0.791666666666667,2,"9LightGBM"
"0",0,"testing",0.791666666666667,2,"9LightGBM"
"0",1,"testing",0.791666666666667,2,"9LightGBM"
"1",0,"testing",0.791666666666667,2,"9LightGBM"
"0",0,"testing",0.791666666666667,2,"9LightGBM"
"0",0,"testing",0.791666666666667,2,"9LightGBM"
"0",0,"testing",0.791666666666667,2,"9LightGBM"
"0",0,"testing",0.791666666666667,2,"9LightGBM"
"1",1,"testing",0.791666666666667,2,"9LightGBM"
"0",0,"testing",0.791666666666667,2,"9LightGBM"
"1",1,"testing",0.791666666666667,2,"9LightGBM"
"0",0,"training",0.983870967741935,3,"1Logistic Regression"
"0",0,"training",0.983870967741935,3,"1Logistic Regression"
"1",1,"training",0.983870967741935,3,"1Logistic Regression"
"0",0,"training",0.983870967741935,3,"1Logistic Regression"
"1",1,"training",0.983870967741935,3,"1Logistic Regression"
"0",0,"training",0.983870967741935,3,"1Logistic Regression"
"1",1,"training",0.983870967741935,3,"1Logistic Regression"
"1",1,"training",0.983870967741935,3,"1Logistic Regression"
"1",1,"training",0.983870967741935,3,"1Logistic Regression"
"0",0,"training",0.983870967741935,3,"1Logistic Regression"
"1",1,"training",0.983870967741935,3,"1Logistic Regression"
"1",1,"training",0.983870967741935,3,"1Logistic Regression"
"0",0,"training",0.983870967741935,3,"1Logistic Regression"
"0",0,"training",0.983870967741935,3,"1Logistic Regression"
"1",1,"training",0.983870967741935,3,"1Logistic Regression"
"0",0,"training",0.983870967741935,3,"1Logistic Regression"
"1",1,"training",0.983870967741935,3,"1Logistic Regression"
"0",0,"training",0.983870967741935,3,"1Logistic Regression"
"1",1,"training",0.983870967741935,3,"1Logistic Regression"
"0",0,"training",0.983870967741935,3,"1Logistic Regression"
"0",0,"training",0.983870967741935,3,"1Logistic Regression"
"1",1,"training",0.983870967741935,3,"1Logistic Regression"
"1",1,"training",0.983870967741935,3,"1Logistic Regression"
"0",0,"training",0.983870967741935,3,"1Logistic Regression"
"1",1,"training",0.983870967741935,3,"1Logistic Regression"
"1",1,"training",0.983870967741935,3,"1Logistic Regression"
"0",0,"training",0.983870967741935,3,"1Logistic Regression"
"1",1,"training",0.983870967741935,3,"1Logistic Regression"
"0",0,"training",0.983870967741935,3,"1Logistic Regression"
"0",0,"training",0.983870967741935,3,"1Logistic Regression"
"1",1,"training",0.983870967741935,3,"1Logistic Regression"
"1",1,"training",0.983870967741935,3,"1Logistic Regression"
"1",1,"training",0.983870967741935,3,"1Logistic Regression"
"0",0,"training",0.983870967741935,3,"1Logistic Regression"
"0",0,"training",0.983870967741935,3,"1Logistic Regression"
"1",1,"training",0.983870967741935,3,"1Logistic Regression"
"1",1,"training",0.983870967741935,3,"1Logistic Regression"
"0",0,"training",0.983870967741935,3,"1Logistic Regression"
"0",0,"training",0.983870967741935,3,"1Logistic Regression"
"1",1,"training",0.983870967741935,3,"1Logistic Regression"
"0",0,"training",0.983870967741935,3,"1Logistic Regression"
"0",0,"training",0.983870967741935,3,"1Logistic Regression"
"1",1,"training",0.983870967741935,3,"1Logistic Regression"
"1",1,"training",0.983870967741935,3,"1Logistic Regression"
"0",0,"training",0.983870967741935,3,"1Logistic Regression"
"0",0,"training",0.983870967741935,3,"1Logistic Regression"
"1",1,"training",0.983870967741935,3,"1Logistic Regression"
"1",0,"training",0.983870967741935,3,"1Logistic Regression"
"0",0,"training",0.983870967741935,3,"1Logistic Regression"
"0",0,"training",0.983870967741935,3,"1Logistic Regression"
"1",1,"training",0.983870967741935,3,"1Logistic Regression"
"0",0,"training",0.983870967741935,3,"1Logistic Regression"
"1",1,"training",0.983870967741935,3,"1Logistic Regression"
"0",0,"training",0.983870967741935,3,"1Logistic Regression"
"1",1,"training",0.983870967741935,3,"1Logistic Regression"
"1",1,"training",0.983870967741935,3,"1Logistic Regression"
"0",0,"training",0.983870967741935,3,"1Logistic Regression"
"1",1,"training",0.983870967741935,3,"1Logistic Regression"
"0",0,"training",0.983870967741935,3,"1Logistic Regression"
"1",1,"training",0.983870967741935,3,"1Logistic Regression"
"0",0,"training",0.983870967741935,3,"1Logistic Regression"
"1",1,"training",0.983870967741935,3,"1Logistic Regression"
"1",1,"testing",0.59375,3,"1Logistic Regression"
"0",1,"testing",0.59375,3,"1Logistic Regression"
"0",0,"testing",0.59375,3,"1Logistic Regression"
"1",0,"testing",0.59375,3,"1Logistic Regression"
"0",0,"testing",0.59375,3,"1Logistic Regression"
"0",0,"testing",0.59375,3,"1Logistic Regression"
"0",0,"testing",0.59375,3,"1Logistic Regression"
"1",0,"testing",0.59375,3,"1Logistic Regression"
"1",0,"testing",0.59375,3,"1Logistic Regression"
"0",0,"testing",0.59375,3,"1Logistic Regression"
"1",1,"testing",0.59375,3,"1Logistic Regression"
"1",1,"testing",0.59375,3,"1Logistic Regression"
"0",0,"testing",0.59375,3,"1Logistic Regression"
"0",0,"testing",0.59375,3,"1Logistic Regression"
"0",0,"testing",0.59375,3,"1Logistic Regression"
"0",0,"testing",0.59375,3,"1Logistic Regression"
"0",0,"testing",0.59375,3,"1Logistic Regression"
"0",1,"testing",0.59375,3,"1Logistic Regression"
"1",0,"testing",0.59375,3,"1Logistic Regression"
"0",0,"testing",0.59375,3,"1Logistic Regression"
"0",1,"testing",0.59375,3,"1Logistic Regression"
"1",0,"testing",0.59375,3,"1Logistic Regression"
"0",0,"training",0.806451612903226,3,"2ridge"
"0",0,"training",0.806451612903226,3,"2ridge"
"1",1,"training",0.806451612903226,3,"2ridge"
"0",0,"training",0.806451612903226,3,"2ridge"
"1",1,"training",0.806451612903226,3,"2ridge"
"0",0,"training",0.806451612903226,3,"2ridge"
"1",1,"training",0.806451612903226,3,"2ridge"
"0",1,"training",0.806451612903226,3,"2ridge"
"0",1,"training",0.806451612903226,3,"2ridge"
"0",0,"training",0.806451612903226,3,"2ridge"
"0",1,"training",0.806451612903226,3,"2ridge"
"0",1,"training",0.806451612903226,3,"2ridge"
"0",0,"training",0.806451612903226,3,"2ridge"
"0",0,"training",0.806451612903226,3,"2ridge"
"1",1,"training",0.806451612903226,3,"2ridge"
"0",0,"training",0.806451612903226,3,"2ridge"
"1",1,"training",0.806451612903226,3,"2ridge"
"0",0,"training",0.806451612903226,3,"2ridge"
"1",1,"training",0.806451612903226,3,"2ridge"
"0",0,"training",0.806451612903226,3,"2ridge"
"0",0,"training",0.806451612903226,3,"2ridge"
"1",1,"training",0.806451612903226,3,"2ridge"
"1",1,"training",0.806451612903226,3,"2ridge"
"0",0,"training",0.806451612903226,3,"2ridge"
"0",1,"training",0.806451612903226,3,"2ridge"
"0",1,"training",0.806451612903226,3,"2ridge"
"0",0,"training",0.806451612903226,3,"2ridge"
"1",1,"training",0.806451612903226,3,"2ridge"
"0",0,"training",0.806451612903226,3,"2ridge"
"0",0,"training",0.806451612903226,3,"2ridge"
"1",1,"training",0.806451612903226,3,"2ridge"
"0",1,"training",0.806451612903226,3,"2ridge"
"1",1,"training",0.806451612903226,3,"2ridge"
"0",0,"training",0.806451612903226,3,"2ridge"
"0",0,"training",0.806451612903226,3,"2ridge"
"1",1,"training",0.806451612903226,3,"2ridge"
"0",1,"training",0.806451612903226,3,"2ridge"
"0",0,"training",0.806451612903226,3,"2ridge"
"0",0,"training",0.806451612903226,3,"2ridge"
"1",1,"training",0.806451612903226,3,"2ridge"
"0",0,"training",0.806451612903226,3,"2ridge"
"0",0,"training",0.806451612903226,3,"2ridge"
"1",1,"training",0.806451612903226,3,"2ridge"
"1",1,"training",0.806451612903226,3,"2ridge"
"0",0,"training",0.806451612903226,3,"2ridge"
"0",0,"training",0.806451612903226,3,"2ridge"
"1",1,"training",0.806451612903226,3,"2ridge"
"1",0,"training",0.806451612903226,3,"2ridge"
"0",0,"training",0.806451612903226,3,"2ridge"
"0",0,"training",0.806451612903226,3,"2ridge"
"1",1,"training",0.806451612903226,3,"2ridge"
"0",0,"training",0.806451612903226,3,"2ridge"
"0",1,"training",0.806451612903226,3,"2ridge"
"0",0,"training",0.806451612903226,3,"2ridge"
"1",1,"training",0.806451612903226,3,"2ridge"
"1",1,"training",0.806451612903226,3,"2ridge"
"0",0,"training",0.806451612903226,3,"2ridge"
"1",1,"training",0.806451612903226,3,"2ridge"
"1",0,"training",0.806451612903226,3,"2ridge"
"0",1,"training",0.806451612903226,3,"2ridge"
"0",0,"training",0.806451612903226,3,"2ridge"
"1",1,"training",0.806451612903226,3,"2ridge"
"1",1,"testing",0.739583333333333,3,"2ridge"
"0",1,"testing",0.739583333333333,3,"2ridge"
"0",0,"testing",0.739583333333333,3,"2ridge"
"0",0,"testing",0.739583333333333,3,"2ridge"
"0",0,"testing",0.739583333333333,3,"2ridge"
"0",0,"testing",0.739583333333333,3,"2ridge"
"0",0,"testing",0.739583333333333,3,"2ridge"
"1",0,"testing",0.739583333333333,3,"2ridge"
"1",0,"testing",0.739583333333333,3,"2ridge"
"0",0,"testing",0.739583333333333,3,"2ridge"
"1",1,"testing",0.739583333333333,3,"2ridge"
"1",1,"testing",0.739583333333333,3,"2ridge"
"0",0,"testing",0.739583333333333,3,"2ridge"
"0",0,"testing",0.739583333333333,3,"2ridge"
"0",0,"testing",0.739583333333333,3,"2ridge"
"0",0,"testing",0.739583333333333,3,"2ridge"
"0",0,"testing",0.739583333333333,3,"2ridge"
"1",1,"testing",0.739583333333333,3,"2ridge"
"1",0,"testing",0.739583333333333,3,"2ridge"
"0",0,"testing",0.739583333333333,3,"2ridge"
"0",1,"testing",0.739583333333333,3,"2ridge"
"0",0,"testing",0.739583333333333,3,"2ridge"
"0",0,"training",0.903225806451613,3,"3lasso"
"0",0,"training",0.903225806451613,3,"3lasso"
"1",1,"training",0.903225806451613,3,"3lasso"
"0",0,"training",0.903225806451613,3,"3lasso"
"1",1,"training",0.903225806451613,3,"3lasso"
"0",0,"training",0.903225806451613,3,"3lasso"
"1",1,"training",0.903225806451613,3,"3lasso"
"0",1,"training",0.903225806451613,3,"3lasso"
"0",1,"training",0.903225806451613,3,"3lasso"
"0",0,"training",0.903225806451613,3,"3lasso"
"1",1,"training",0.903225806451613,3,"3lasso"
"1",1,"training",0.903225806451613,3,"3lasso"
"0",0,"training",0.903225806451613,3,"3lasso"
"0",0,"training",0.903225806451613,3,"3lasso"
"1",1,"training",0.903225806451613,3,"3lasso"
"0",0,"training",0.903225806451613,3,"3lasso"
"1",1,"training",0.903225806451613,3,"3lasso"
"0",0,"training",0.903225806451613,3,"3lasso"
"1",1,"training",0.903225806451613,3,"3lasso"
"0",0,"training",0.903225806451613,3,"3lasso"
"0",0,"training",0.903225806451613,3,"3lasso"
"1",1,"training",0.903225806451613,3,"3lasso"
"1",1,"training",0.903225806451613,3,"3lasso"
"0",0,"training",0.903225806451613,3,"3lasso"
"1",1,"training",0.903225806451613,3,"3lasso"
"0",1,"training",0.903225806451613,3,"3lasso"
"0",0,"training",0.903225806451613,3,"3lasso"
"1",1,"training",0.903225806451613,3,"3lasso"
"0",0,"training",0.903225806451613,3,"3lasso"
"0",0,"training",0.903225806451613,3,"3lasso"
"1",1,"training",0.903225806451613,3,"3lasso"
"1",1,"training",0.903225806451613,3,"3lasso"
"1",1,"training",0.903225806451613,3,"3lasso"
"0",0,"training",0.903225806451613,3,"3lasso"
"0",0,"training",0.903225806451613,3,"3lasso"
"1",1,"training",0.903225806451613,3,"3lasso"
"1",1,"training",0.903225806451613,3,"3lasso"
"0",0,"training",0.903225806451613,3,"3lasso"
"0",0,"training",0.903225806451613,3,"3lasso"
"1",1,"training",0.903225806451613,3,"3lasso"
"0",0,"training",0.903225806451613,3,"3lasso"
"0",0,"training",0.903225806451613,3,"3lasso"
"1",1,"training",0.903225806451613,3,"3lasso"
"1",1,"training",0.903225806451613,3,"3lasso"
"0",0,"training",0.903225806451613,3,"3lasso"
"0",0,"training",0.903225806451613,3,"3lasso"
"1",1,"training",0.903225806451613,3,"3lasso"
"1",0,"training",0.903225806451613,3,"3lasso"
"0",0,"training",0.903225806451613,3,"3lasso"
"0",0,"training",0.903225806451613,3,"3lasso"
"1",1,"training",0.903225806451613,3,"3lasso"
"0",0,"training",0.903225806451613,3,"3lasso"
"1",1,"training",0.903225806451613,3,"3lasso"
"0",0,"training",0.903225806451613,3,"3lasso"
"1",1,"training",0.903225806451613,3,"3lasso"
"1",1,"training",0.903225806451613,3,"3lasso"
"0",0,"training",0.903225806451613,3,"3lasso"
"1",1,"training",0.903225806451613,3,"3lasso"
"1",0,"training",0.903225806451613,3,"3lasso"
"0",1,"training",0.903225806451613,3,"3lasso"
"0",0,"training",0.903225806451613,3,"3lasso"
"1",1,"training",0.903225806451613,3,"3lasso"
"1",1,"testing",0.625,3,"3lasso"
"0",1,"testing",0.625,3,"3lasso"
"0",0,"testing",0.625,3,"3lasso"
"1",0,"testing",0.625,3,"3lasso"
"0",0,"testing",0.625,3,"3lasso"
"0",0,"testing",0.625,3,"3lasso"
"0",0,"testing",0.625,3,"3lasso"
"1",0,"testing",0.625,3,"3lasso"
"1",0,"testing",0.625,3,"3lasso"
"0",0,"testing",0.625,3,"3lasso"
"1",1,"testing",0.625,3,"3lasso"
"1",1,"testing",0.625,3,"3lasso"
"0",0,"testing",0.625,3,"3lasso"
"0",0,"testing",0.625,3,"3lasso"
"0",0,"testing",0.625,3,"3lasso"
"0",0,"testing",0.625,3,"3lasso"
"0",0,"testing",0.625,3,"3lasso"
"0",1,"testing",0.625,3,"3lasso"
"1",0,"testing",0.625,3,"3lasso"
"0",0,"testing",0.625,3,"3lasso"
"0",1,"testing",0.625,3,"3lasso"
"0",0,"testing",0.625,3,"3lasso"
"1",0,"training",0.806451612903226,3,"4KNN"
"0",0,"training",0.806451612903226,3,"4KNN"
"1",1,"training",0.806451612903226,3,"4KNN"
"0",0,"training",0.806451612903226,3,"4KNN"
"1",1,"training",0.806451612903226,3,"4KNN"
"0",0,"training",0.806451612903226,3,"4KNN"
"0",1,"training",0.806451612903226,3,"4KNN"
"1",1,"training",0.806451612903226,3,"4KNN"
"1",1,"training",0.806451612903226,3,"4KNN"
"0",0,"training",0.806451612903226,3,"4KNN"
"1",1,"training",0.806451612903226,3,"4KNN"
"1",1,"training",0.806451612903226,3,"4KNN"
"0",0,"training",0.806451612903226,3,"4KNN"
"0",0,"training",0.806451612903226,3,"4KNN"
"1",1,"training",0.806451612903226,3,"4KNN"
"0",0,"training",0.806451612903226,3,"4KNN"
"1",1,"training",0.806451612903226,3,"4KNN"
"0",0,"training",0.806451612903226,3,"4KNN"
"0",1,"training",0.806451612903226,3,"4KNN"
"1",0,"training",0.806451612903226,3,"4KNN"
"0",0,"training",0.806451612903226,3,"4KNN"
"1",1,"training",0.806451612903226,3,"4KNN"
"1",1,"training",0.806451612903226,3,"4KNN"
"1",0,"training",0.806451612903226,3,"4KNN"
"1",1,"training",0.806451612903226,3,"4KNN"
"1",1,"training",0.806451612903226,3,"4KNN"
"0",0,"training",0.806451612903226,3,"4KNN"
"1",1,"training",0.806451612903226,3,"4KNN"
"1",0,"training",0.806451612903226,3,"4KNN"
"1",0,"training",0.806451612903226,3,"4KNN"
"1",1,"training",0.806451612903226,3,"4KNN"
"1",1,"training",0.806451612903226,3,"4KNN"
"1",1,"training",0.806451612903226,3,"4KNN"
"1",0,"training",0.806451612903226,3,"4KNN"
"1",0,"training",0.806451612903226,3,"4KNN"
"1",1,"training",0.806451612903226,3,"4KNN"
"1",1,"training",0.806451612903226,3,"4KNN"
"0",0,"training",0.806451612903226,3,"4KNN"
"0",0,"training",0.806451612903226,3,"4KNN"
"1",1,"training",0.806451612903226,3,"4KNN"
"0",0,"training",0.806451612903226,3,"4KNN"
"0",0,"training",0.806451612903226,3,"4KNN"
"1",1,"training",0.806451612903226,3,"4KNN"
"1",1,"training",0.806451612903226,3,"4KNN"
"0",0,"training",0.806451612903226,3,"4KNN"
"0",0,"training",0.806451612903226,3,"4KNN"
"1",1,"training",0.806451612903226,3,"4KNN"
"1",0,"training",0.806451612903226,3,"4KNN"
"1",0,"training",0.806451612903226,3,"4KNN"
"0",0,"training",0.806451612903226,3,"4KNN"
"1",1,"training",0.806451612903226,3,"4KNN"
"0",0,"training",0.806451612903226,3,"4KNN"
"1",1,"training",0.806451612903226,3,"4KNN"
"0",0,"training",0.806451612903226,3,"4KNN"
"1",1,"training",0.806451612903226,3,"4KNN"
"1",1,"training",0.806451612903226,3,"4KNN"
"1",0,"training",0.806451612903226,3,"4KNN"
"1",1,"training",0.806451612903226,3,"4KNN"
"0",0,"training",0.806451612903226,3,"4KNN"
"1",1,"training",0.806451612903226,3,"4KNN"
"0",0,"training",0.806451612903226,3,"4KNN"
"1",1,"training",0.806451612903226,3,"4KNN"
"1",1,"testing",0.625,3,"4KNN"
"0",1,"testing",0.625,3,"4KNN"
"1",0,"testing",0.625,3,"4KNN"
"1",0,"testing",0.625,3,"4KNN"
"0",0,"testing",0.625,3,"4KNN"
"0",0,"testing",0.625,3,"4KNN"
"0",0,"testing",0.625,3,"4KNN"
"0",0,"testing",0.625,3,"4KNN"
"1",0,"testing",0.625,3,"4KNN"
"0",0,"testing",0.625,3,"4KNN"
"1",1,"testing",0.625,3,"4KNN"
"0",1,"testing",0.625,3,"4KNN"
"0",0,"testing",0.625,3,"4KNN"
"0",0,"testing",0.625,3,"4KNN"
"0",0,"testing",0.625,3,"4KNN"
"0",0,"testing",0.625,3,"4KNN"
"1",0,"testing",0.625,3,"4KNN"
"1",1,"testing",0.625,3,"4KNN"
"0",0,"testing",0.625,3,"4KNN"
"0",0,"testing",0.625,3,"4KNN"
"0",1,"testing",0.625,3,"4KNN"
"0",0,"testing",0.625,3,"4KNN"
"0",0,"training",1,3,"5SVM"
"0",0,"training",1,3,"5SVM"
"1",1,"training",1,3,"5SVM"
"0",0,"training",1,3,"5SVM"
"1",1,"training",1,3,"5SVM"
"0",0,"training",1,3,"5SVM"
"1",1,"training",1,3,"5SVM"
"1",1,"training",1,3,"5SVM"
"1",1,"training",1,3,"5SVM"
"0",0,"training",1,3,"5SVM"
"1",1,"training",1,3,"5SVM"
"1",1,"training",1,3,"5SVM"
"0",0,"training",1,3,"5SVM"
"0",0,"training",1,3,"5SVM"
"1",1,"training",1,3,"5SVM"
"0",0,"training",1,3,"5SVM"
"1",1,"training",1,3,"5SVM"
"0",0,"training",1,3,"5SVM"
"1",1,"training",1,3,"5SVM"
"0",0,"training",1,3,"5SVM"
"0",0,"training",1,3,"5SVM"
"1",1,"training",1,3,"5SVM"
"1",1,"training",1,3,"5SVM"
"0",0,"training",1,3,"5SVM"
"1",1,"training",1,3,"5SVM"
"1",1,"training",1,3,"5SVM"
"0",0,"training",1,3,"5SVM"
"1",1,"training",1,3,"5SVM"
"0",0,"training",1,3,"5SVM"
"0",0,"training",1,3,"5SVM"
"1",1,"training",1,3,"5SVM"
"1",1,"training",1,3,"5SVM"
"1",1,"training",1,3,"5SVM"
"0",0,"training",1,3,"5SVM"
"0",0,"training",1,3,"5SVM"
"1",1,"training",1,3,"5SVM"
"1",1,"training",1,3,"5SVM"
"0",0,"training",1,3,"5SVM"
"0",0,"training",1,3,"5SVM"
"1",1,"training",1,3,"5SVM"
"0",0,"training",1,3,"5SVM"
"0",0,"training",1,3,"5SVM"
"1",1,"training",1,3,"5SVM"
"1",1,"training",1,3,"5SVM"
"0",0,"training",1,3,"5SVM"
"0",0,"training",1,3,"5SVM"
"1",1,"training",1,3,"5SVM"
"0",0,"training",1,3,"5SVM"
"0",0,"training",1,3,"5SVM"
"0",0,"training",1,3,"5SVM"
"1",1,"training",1,3,"5SVM"
"0",0,"training",1,3,"5SVM"
"1",1,"training",1,3,"5SVM"
"0",0,"training",1,3,"5SVM"
"1",1,"training",1,3,"5SVM"
"1",1,"training",1,3,"5SVM"
"0",0,"training",1,3,"5SVM"
"1",1,"training",1,3,"5SVM"
"0",0,"training",1,3,"5SVM"
"1",1,"training",1,3,"5SVM"
"0",0,"training",1,3,"5SVM"
"1",1,"training",1,3,"5SVM"
"1",1,"testing",0.604166666666667,3,"5SVM"
"0",1,"testing",0.604166666666667,3,"5SVM"
"0",0,"testing",0.604166666666667,3,"5SVM"
"1",0,"testing",0.604166666666667,3,"5SVM"
"0",0,"testing",0.604166666666667,3,"5SVM"
"0",0,"testing",0.604166666666667,3,"5SVM"
"0",0,"testing",0.604166666666667,3,"5SVM"
"0",0,"testing",0.604166666666667,3,"5SVM"
"0",0,"testing",0.604166666666667,3,"5SVM"
"0",0,"testing",0.604166666666667,3,"5SVM"
"1",1,"testing",0.604166666666667,3,"5SVM"
